Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
T003FX_S221_L002_R1_001	21.505230678454353	34.0	101.0	18.181818181818183	3105930.0
T003F_S102_L001_R1_001	29.819774346918962	38.0	101.0	18.181818181818183	2784644.0
T003F_S102_L002_R1_001	29.184295408566513	38.0	101.0	18.181818181818183	2790267.0
T003G_S114_L001_R1_001	16.376534513842188	34.0	101.0	18.181818181818183	2672788.0
T003G_S114_L002_R1_001	16.03359824622943	34.0	101.0	18.181818181818183	2669313.0
T004FX_S222_L001_R1_001	23.03396231309992	35.0	101.0	18.181818181818183	3424690.0
T004FX_S222_L002_R1_001	22.582908567319365	35.0	101.0	18.181818181818183	3436078.0
T004F_S103_L001_R1_001	27.20149645378497	37.0	101.0	18.181818181818183	2704843.0
T004F_S103_L002_R1_001	26.90290474144632	37.0	101.0	18.181818181818183	2711532.0
T004G_S115_L001_R1_001	13.968961779212236	35.0	101.0	18.181818181818183	2256891.0
T004G_S115_L002_R1_001	13.516056297238478	35.0	101.0	18.181818181818183	2259890.0
T005FX_S223_L001_R1_001	23.350047989395705	33.0	101.0	18.181818181818183	3322874.0
T005FX_S223_L002_R1_001	22.631512666378768	33.0	101.0	18.181818181818183	3344247.0
T005F_S104_L001_R1_001	28.651159645779913	36.0	101.0	18.181818181818183	2398254.0
T005F_S104_L002_R1_001	28.498991503927613	36.0	101.0	18.181818181818183	2402777.0
T005G_S116_L001_R1_001	14.923329263993978	34.0	101.0	18.181818181818183	3211551.0
T005G_S116_L002_R1_001	14.769124504011117	34.0	101.0	18.181818181818183	3231083.0
T006FX_S224_L001_R1_001	25.74164215982219	32.0	101.0	27.27272727272727	3776391.0
T006FX_S224_L002_R1_001	25.017620802947462	32.0	101.0	27.27272727272727	3801648.0
T006F_S105_L001_R1_001	29.175777833050063	35.0	101.0	18.181818181818183	2772169.0
T006F_S105_L002_R1_001	28.537537168328114	35.0	101.0	18.181818181818183	2782396.0
T006G_S117_L001_R1_001	15.900505345865994	33.0	101.0	18.181818181818183	3179702.0
T006G_S117_L002_R1_001	15.541492489393463	33.0	101.0	18.181818181818183	3192929.0
T007FX_S225_L001_R1_001	26.995524194089384	38.0	101.0	18.181818181818183	2461502.0
T007FX_S225_L002_R1_001	26.469330881998772	38.0	101.0	18.181818181818183	2465200.0
T007F_S106_L001_R1_001	30.283497385926708	36.0	101.0	18.181818181818183	3166622.0
T007F_S106_L002_R1_001	29.970057045098912	36.0	101.0	18.181818181818183	3170689.0
T007G_S118_L001_R1_001	13.30987181105499	35.0	101.0	18.181818181818183	2282716.0
T007G_S118_L002_R1_001	12.969709187885783	35.0	101.0	18.181818181818183	2285912.0
T008FX_S226_L001_R1_001	23.700730556191445	33.0	101.0	18.181818181818183	2532593.0
T008FX_S226_L002_R1_001	23.369819791697395	33.0	101.0	18.181818181818183	2546922.0
T008F_S107_L001_R1_001	29.640411622474616	35.0	101.0	18.181818181818183	3609710.0
T008F_S107_L002_R1_001	29.155299008560092	35.0	101.0	18.181818181818183	3624593.0
T008G_S119_L001_R1_001	16.780321987819917	34.0	101.0	18.181818181818183	3747951.0
T008G_S119_L002_R1_001	16.454482556551326	34.0	101.0	18.181818181818183	3767026.0
T009FX_S227_L001_R1_001	24.843462037217705	32.0	101.0	18.181818181818183	3247947.0
T009FX_S227_L002_R1_001	24.570012218901553	32.0	101.0	18.181818181818183	3273443.0
T009F_S108_L001_R1_001	26.822315087169386	32.0	101.0	27.27272727272727	3224315.0
T009F_S108_L002_R1_001	26.572457449973	32.0	101.0	27.27272727272727	3248743.0
T009G_S120_L001_R1_001	15.073381262262004	34.0	101.0	18.181818181818183	3151860.0
T009G_S120_L002_R1_001	14.8644841795534	34.0	101.0	18.181818181818183	3164440.0
T010FX_S228_L001_R1_001	22.336861069109588	34.0	101.0	18.181818181818183	2578252.0
T010FX_S228_L002_R1_001	21.96832195982499	34.0	101.0	18.181818181818183	2589657.0
T010F_S109_L001_R1_001	27.478996707216112	37.0	101.0	18.181818181818183	3077604.0
T010F_S109_L002_R1_001	27.104862637128775	37.0	101.0	18.181818181818183	3085237.0
T010G_S121_L001_R1_001	14.626140379902182	34.0	101.0	18.181818181818183	2678522.0
T010G_S121_L002_R1_001	14.370263887837893	34.0	101.0	18.181818181818183	2683541.0
T011FX_S229_L001_R1_001	21.988433805708226	33.0	101.0	18.181818181818183	2824472.0
T011FX_S229_L002_R1_001	21.744273764270133	33.0	101.0	18.181818181818183	2834813.0
T011F_S110_L001_R1_001	23.64916390039518	33.0	101.0	18.181818181818183	2508218.0
T011F_S110_L002_R1_001	23.25025242220096	33.0	101.0	18.181818181818183	2520516.0
T011G_S122_L001_R1_001	14.133145959806498	34.0	101.0	18.181818181818183	2710481.0
T011G_S122_L002_R1_001	13.85779942816518	34.0	101.0	18.181818181818183	2720662.0
T012FX_S230_L001_R1_001	22.03349628166744	33.0	101.0	18.181818181818183	3246022.0
T012FX_S230_L002_R1_001	21.99025073195959	33.0	101.0	18.181818181818183	3268713.0
T012F_S111_L001_R1_001	24.854646051516355	33.0	101.0	18.181818181818183	3604916.0
T012F_S111_L002_R1_001	24.386776669553953	33.0	101.0	18.181818181818183	3632571.0
T012G_S123_L001_R1_001	14.316131467689985	35.0	101.0	18.181818181818183	2424012.0
T012G_S123_L002_R1_001	14.111382671720648	35.0	101.0	18.181818181818183	2427457.0
T014F_S171_L001_R1_001	25.584273774260453	32.0	101.0	18.181818181818183	3240450.0
T014F_S171_L002_R1_001	24.759699179016977	32.0	101.0	18.181818181818183	3236994.0
T014G_S183_L001_R1_001	15.329478649992907	35.0	101.0	18.181818181818183	2763740.0
T014G_S183_L002_R1_001	15.250872332504187	35.0	101.0	18.181818181818183	2765688.0
T015F_S172_L001_R1_001	24.131097347063573	31.0	101.0	18.181818181818183	3783419.0
T015F_S172_L002_R1_001	23.66310141553859	32.0	101.0	18.181818181818183	3807434.0
T015G_S184_L001_R1_001	16.118907655636576	34.0	101.0	18.181818181818183	2915425.0
T015G_S184_L002_R1_001	15.756646562923208	34.0	101.0	18.181818181818183	2920129.0
T016F_S173_L001_R1_001	24.80102697026777	30.0	101.0	18.181818181818183	3137118.0
T016F_S173_L002_R1_001	24.62472487097169	30.0	101.0	18.181818181818183	3166147.0
T016G_S185_L001_R1_001	14.333306596282341	33.0	101.0	18.181818181818183	2558511.0
T016G_S185_L002_R1_001	13.898276198095516	33.0	101.0	18.181818181818183	2558390.0
T017F_S174_L001_R1_001	21.368466439263216	31.0	101.0	18.181818181818183	2926485.0
T017F_S174_L002_R1_001	21.045658563055525	31.0	101.0	18.181818181818183	2933857.0
T017G_S186_L001_R1_001	14.370974866403103	34.0	101.0	18.181818181818183	2506004.0
T017G_S186_L002_R1_001	14.28418168246914	34.0	101.0	18.181818181818183	2502447.0
T019F_S175_L001_R1_001	22.36223898850541	31.0	101.0	18.181818181818183	3468823.0
T019F_S175_L002_R1_001	21.7883905562027	31.0	101.0	18.181818181818183	3490167.0
T019G_S187_L001_R1_001	14.541176422942186	35.0	101.0	18.181818181818183	2528567.0
T019G_S187_L002_R1_001	14.433922056798849	35.0	101.0	18.181818181818183	2537859.0
T021F_S176_L001_R1_001	18.826347498196213	32.0	101.0	18.181818181818183	3031221.0
T021F_S176_L002_R1_001	18.58264777687795	32.0	101.0	18.181818181818183	3055782.0
T021G_S188_L001_R1_001	12.924830674001868	33.0	101.0	18.181818181818183	2742355.0
T021G_S188_L002_R1_001	12.75467158586791	33.0	101.0	18.181818181818183	2751967.0
T023F_S177_L001_R1_001	21.716414422380097	32.0	101.0	18.181818181818183	3480158.0
T023F_S177_L002_R1_001	21.529447606634662	32.0	101.0	18.181818181818183	3496111.0
T023G_S189_L001_R1_001	14.684687409963487	34.0	101.0	18.181818181818183	2612773.0
T023G_S189_L002_R1_001	14.50543463811502	34.0	101.0	18.181818181818183	2612997.0
T025F_S178_L001_R1_001	17.92611563167064	34.0	101.0	18.181818181818183	2687757.0
T025F_S178_L002_R1_001	17.610158576442075	34.0	101.0	18.181818181818183	2695452.0
T025G_S190_L001_R1_001	17.083860874812558	35.0	101.0	18.181818181818183	2579373.0
T025G_S190_L002_R1_001	16.924107167006824	35.0	101.0	18.181818181818183	2590219.0
T026F_S179_L001_R1_001	24.939507866781042	31.0	101.0	18.181818181818183	3475505.0
T026F_S179_L002_R1_001	24.412755548843023	31.0	101.0	18.181818181818183	3499953.0
T026G_S191_L001_R1_001	16.147039944740555	33.0	101.0	18.181818181818183	3132289.0
T026G_S191_L002_R1_001	15.831199181298999	33.0	101.0	18.181818181818183	3136763.0
T027F_S180_L001_R1_001	23.54519230651387	30.0	101.0	18.181818181818183	3624906.0
T027F_S180_L002_R1_001	22.94945158512833	30.0	101.0	18.181818181818183	3644832.0
T027G_S192_L001_R1_001	13.631486946537478	34.0	101.0	18.181818181818183	2200362.0
T027G_S192_L002_R1_001	13.361017912061214	34.0	101.0	18.181818181818183	2200281.0
T029F_S195_L001_R1_001	20.681062091648457	36.0	101.0	18.181818181818183	2844470.0
T029F_S195_L002_R1_001	20.253037802483334	36.0	101.0	18.181818181818183	2848790.0
T029G_S207_L001_R1_001	13.382035806469332	34.0	101.0	18.181818181818183	2719136.0
T029G_S207_L002_R1_001	13.347756755699393	34.0	101.0	18.181818181818183	2740726.0
T030F_S196_L001_R1_001	21.917894870125195	32.0	101.0	18.181818181818183	3281144.0
T030F_S196_L002_R1_001	21.426103699247236	32.0	101.0	18.181818181818183	3297256.0
T030G_S208_L001_R1_001	14.326108140225628	35.0	101.0	18.181818181818183	2809175.0
T030G_S208_L002_R1_001	14.137443484710786	35.0	101.0	18.181818181818183	2828862.0
T031F_S197_L001_R1_001	20.61239321228416	34.0	101.0	18.181818181818183	3101957.0
T031F_S197_L002_R1_001	20.244668763041446	34.0	101.0	18.181818181818183	3111395.0
T031G_S209_L001_R1_001	14.011512524867882	35.0	101.0	18.181818181818183	2103661.0
T031G_S209_L002_R1_001	13.775195044022766	35.0	101.0	18.181818181818183	2116926.0
T033F_S198_L001_R1_001	21.240457851052042	31.0	101.0	18.181818181818183	3685047.0
T033F_S198_L002_R1_001	20.93391686375368	31.0	101.0	18.181818181818183	3709086.0
T033G_S210_L001_R1_001	14.871877167111023	34.0	101.0	18.181818181818183	2212975.0
T033G_S210_L002_R1_001	14.78629142942792	34.0	101.0	18.181818181818183	2218430.0
T034F_S199_L001_R1_001	22.407982435279663	34.0	101.0	18.181818181818183	3102203.0
T034F_S199_L002_R1_001	21.709477844227237	34.0	101.0	18.181818181818183	3114312.0
T034G_S211_L001_R1_001	14.648676719933036	35.0	101.0	18.181818181818183	2725728.0
T034G_S211_L002_R1_001	14.561895773331031	35.0	101.0	18.181818181818183	2735134.0
T035F_S200_L001_R1_001	20.6032888105552	34.0	101.0	18.181818181818183	2874043.0
T035F_S200_L002_R1_001	20.156438925062588	34.0	101.0	18.181818181818183	2881550.0
T035G_S212_L001_R1_001	14.821943408475775	34.0	101.0	18.181818181818183	2352044.0
T035G_S212_L002_R1_001	14.774580898547612	34.0	101.0	18.181818181818183	2352537.0
T036F_S201_L001_R1_001	23.59302569512009	32.0	101.0	18.181818181818183	2687632.0
T036F_S201_L002_R1_001	22.86795097376097	32.0	101.0	18.181818181818183	2697260.0
T036G_S213_L001_R1_001	14.414385271084285	35.0	101.0	18.181818181818183	2326514.0
T036G_S213_L002_R1_001	14.156524043564744	35.0	101.0	18.181818181818183	2333114.0
T037F_S202_L001_R1_001	24.90395847811584	33.0	101.0	18.181818181818183	3070155.0
T037F_S202_L002_R1_001	24.56739367259331	33.0	101.0	18.181818181818183	3085021.0
T037G_S214_L001_R1_001	13.836116629359296	35.0	101.0	18.181818181818183	2282393.0
T037G_S214_L002_R1_001	13.674348344959753	35.0	101.0	18.181818181818183	2290132.0
T038F_S203_L001_R1_001	22.250857316812215	35.0	101.0	18.181818181818183	2808821.0
T038F_S203_L002_R1_001	21.730535453313777	35.0	101.0	18.181818181818183	2818366.0
T038G_S215_L001_R1_001	15.12310272355883	35.0	101.0	18.181818181818183	2958753.0
T038G_S215_L002_R1_001	14.775367926621414	35.0	101.0	18.181818181818183	2970710.0
T039F_S204_L001_R1_001	21.61714545583699	33.0	101.0	18.181818181818183	3719296.0
T039F_S204_L002_R1_001	21.12823988773212	33.0	101.0	18.181818181818183	3746227.0
T039G_S216_L001_R1_001	15.78351948084692	35.0	101.0	18.181818181818183	2165658.0
T039G_S216_L002_R1_001	15.538866812751323	35.0	101.0	18.181818181818183	2170518.0
T040F_S205_L001_R1_001	19.128776647789465	32.0	101.0	18.181818181818183	3914369.0
T040F_S205_L002_R1_001	18.861337209205104	32.0	101.0	18.181818181818183	3937719.0
T040G_S217_L001_R1_001	15.9529079125099	35.0	101.0	18.181818181818183	2761646.0
T040G_S217_L002_R1_001	15.499535112963088	35.0	101.0	18.181818181818183	2770551.0
T041F_S206_L001_R1_001	22.918829052247773	33.0	101.0	18.181818181818183	3745302.0
T041F_S206_L002_R1_001	22.336467776246494	33.0	101.0	18.181818181818183	3763219.0
T041G_S218_L001_R1_001	15.234215148611511	36.0	101.0	18.181818181818183	2727780.0
T041G_S218_L002_R1_001	14.94065900359793	36.0	101.0	18.181818181818183	2725683.0
T046F_S148_L001_R1_001	23.73789077123402	33.0	101.0	27.27272727272727	3425321.0
T046F_S148_L002_R1_001	23.448763119112925	33.0	101.0	27.27272727272727	3440377.0
T046G_S159_L001_R1_001	15.671540210116405	35.0	101.0	18.181818181818183	2815108.0
T046G_S159_L002_R1_001	15.578737207791576	35.0	101.0	18.181818181818183	2823294.0
T047G_S160_L001_R1_001	14.862988623999613	35.0	101.0	18.181818181818183	3002082.0
T047G_S160_L002_R1_001	14.665423223280953	34.0	101.0	18.181818181818183	3007348.0
T049F_S149_L001_R1_001	26.657095109237645	31.0	101.0	27.27272727272727	4146396.0
T049F_S149_L002_R1_001	26.111882194788734	31.0	101.0	27.27272727272727	4169280.0
T049G_S161_L001_R1_001	14.424945902149716	34.0	101.0	18.181818181818183	2540255.0
T049G_S161_L002_R1_001	14.109456841396025	34.0	101.0	18.181818181818183	2550471.0
T051F_S150_L001_R1_001	44.267297160587084	37.0	101.0	27.27272727272727	2301323.0
T051F_S150_L002_R1_001	43.708092843011656	37.0	101.0	27.27272727272727	2302287.0
T051G_S162_L001_R1_001	64.16454736955868	41.0	101.0	27.27272727272727	2388054.0
T051G_S162_L002_R1_001	63.30646980586725	41.0	101.0	27.27272727272727	2366784.0
T052F_S151_L001_R1_001	23.611418722178158	32.0	101.0	18.181818181818183	3880936.0
T052F_S151_L002_R1_001	23.252452449241545	32.0	101.0	18.181818181818183	3897835.0
T052G_S163_L001_R1_001	14.188306787311518	35.0	101.0	18.181818181818183	2297756.0
T052G_S163_L002_R1_001	14.11620670888621	35.0	101.0	18.181818181818183	2303220.0
T055F_S152_L001_R1_001	22.70460439246446	33.0	101.0	18.181818181818183	3617976.0
T055F_S152_L002_R1_001	22.461523354424827	33.0	101.0	18.181818181818183	3632843.0
T055G_S164_L001_R1_001	13.339312931699041	34.0	101.0	18.181818181818183	2697703.0
T055G_S164_L002_R1_001	13.230977585944416	34.0	101.0	18.181818181818183	2698621.0
T056F_S153_L001_R1_001	21.553149954628097	34.0	101.0	18.181818181818183	2833353.0
T056F_S153_L002_R1_001	20.99041730373274	34.0	101.0	18.181818181818183	2844227.0
T056G_S165_L001_R1_001	14.015703325517464	34.0	101.0	18.181818181818183	2765818.0
T056G_S165_L002_R1_001	13.975398574203737	34.0	101.0	18.181818181818183	2780934.0
T057F_S154_L001_R1_001	24.677505476162466	32.0	101.0	18.181818181818183	4332091.0
T057F_S154_L002_R1_001	24.29544011742412	32.0	101.0	18.181818181818183	4365669.0
T057G_S166_L001_R1_001	15.212170713707792	33.0	101.0	18.181818181818183	3182695.0
T057G_S166_L002_R1_001	14.961095574246158	33.0	101.0	18.181818181818183	3196879.0
T058F_S155_L001_R1_001	20.521909944108145	32.0	101.0	18.181818181818183	3782315.0
T058F_S155_L002_R1_001	20.08377689101947	32.0	101.0	18.181818181818183	3800281.0
T058G_S167_L001_R1_001	14.568170872982307	33.0	101.0	18.181818181818183	3385445.0
T058G_S167_L002_R1_001	14.460579272657341	33.0	101.0	18.181818181818183	3400470.0
T110F_S156_L001_R1_001	20.63800623935576	32.0	101.0	18.181818181818183	3282626.0
T110F_S156_L002_R1_001	20.427281131498503	32.0	101.0	18.181818181818183	3310930.0
T110G_S168_L001_R1_001	13.94846645766394	34.0	101.0	18.181818181818183	2701235.0
T110G_S168_L002_R1_001	13.830679264536442	34.0	101.0	18.181818181818183	2713666.0
T111F_S157_L001_R1_001	23.500069217791804	30.0	101.0	18.181818181818183	3898076.0
T111F_S157_L002_R1_001	23.147998864400847	31.0	101.0	18.181818181818183	3923749.0
T111G_S169_L001_R1_001	12.804488691451269	35.0	101.0	18.181818181818183	1594935.0
T111G_S169_L002_R1_001	12.577797561856357	35.0	101.0	18.181818181818183	1599885.0
T112F_S158_L001_R1_001	22.590153896114217	31.0	101.0	18.181818181818183	3224927.0
T112F_S158_L002_R1_001	22.095491093161158	32.0	101.0	18.181818181818183	3234420.0
T112G_S170_L001_R1_001	14.410722260887894	34.0	101.0	18.181818181818183	3122481.0
T112G_S170_L002_R1_001	14.425356981407901	34.0	101.0	18.181818181818183	3138055.0
T118F_S181_L001_R1_001	22.048934380973265	32.0	101.0	18.181818181818183	2529271.0
T118F_S181_L002_R1_001	21.671576142232823	32.0	101.0	18.181818181818183	2540089.0
T118G_S193_L001_R1_001	14.204992365583195	35.0	101.0	18.181818181818183	2186349.0
T118G_S193_L002_R1_001	14.058208854902091	35.0	101.0	18.181818181818183	2182951.0
T119F_S182_L001_R1_001	26.319426599333667	33.0	101.0	18.181818181818183	3276838.0
T119F_S182_L002_R1_001	25.802988185803102	33.0	101.0	18.181818181818183	3296613.0
T119G_S194_L001_R1_001	16.46323775729283	33.0	101.0	18.181818181818183	2936038.0
T119G_S194_L002_R1_001	15.837485850930975	33.0	101.0	18.181818181818183	2944155.0
T126F_S124_L001_R1_001	28.740159198434895	29.0	101.0	27.27272727272727	3628442.0
T126F_S124_L002_R1_001	28.034689971665316	29.0	101.0	27.27272727272727	3654873.0
T126G_S136_L001_R1_001	14.052746022906533	35.0	101.0	18.181818181818183	2565076.0
T126G_S136_L002_R1_001	13.732984462118338	35.0	101.0	18.181818181818183	2579990.0
T127F_S125_L001_R1_001	24.36434606599964	30.0	101.0	18.181818181818183	4376087.0
T127F_S125_L002_R1_001	23.973557579271045	30.0	101.0	18.181818181818183	4424536.0
T127G_S137_L001_R1_001	13.85511780601081	36.0	101.0	18.181818181818183	2145397.0
T127G_S137_L002_R1_001	13.665486338315716	36.0	101.0	18.181818181818183	2152889.0
T128F_S126_L001_R1_001	23.99315770247128	32.0	101.0	27.27272727272727	3496730.0
T128F_S126_L002_R1_001	23.603759548762056	32.0	101.0	18.181818181818183	3525304.0
T128G_S138_L001_R1_001	15.72237348360018	35.0	101.0	18.181818181818183	2722499.0
T128G_S138_L002_R1_001	15.376819842332239	35.0	101.0	18.181818181818183	2736983.0
T129F_S127_L001_R1_001	27.743216970046703	32.0	101.0	18.181818181818183	4454447.0
T129F_S127_L002_R1_001	27.39352176174505	32.0	101.0	18.181818181818183	4487307.0
T129G_S139_L001_R1_001	14.349775819667272	35.0	101.0	18.181818181818183	2770474.0
T129G_S139_L002_R1_001	14.092833625673222	35.0	101.0	18.181818181818183	2791072.0
T130F_S128_L001_R1_001	29.985886192395697	36.0	101.0	36.36363636363637	3142898.0
T130F_S128_L002_R1_001	29.37981528927692	36.0	101.0	36.36363636363637	3143607.0
T130G_S140_L001_R1_001	15.528993812884764	35.0	101.0	18.181818181818183	2762562.0
T130G_S140_L002_R1_001	15.133599898841453	35.0	101.0	18.181818181818183	2767646.0
T131F_S129_L001_R1_001	23.914612288719738	34.0	101.0	18.181818181818183	3916342.0
T131F_S129_L002_R1_001	23.468043518483455	34.0	101.0	27.27272727272727	3939466.0
T131G_S141_L001_R1_001	14.297796915627742	34.0	101.0	18.181818181818183	3350716.0
T131G_S141_L002_R1_001	14.071425810473713	34.0	101.0	18.181818181818183	3370220.0
T132F_S130_L001_R1_001	23.37818507459245	32.0	101.0	18.181818181818183	3113068.0
T132F_S130_L002_R1_001	23.175313530965212	32.0	101.0	18.181818181818183	3121221.0
T132G_S142_L001_R1_001	13.976336402559085	35.0	101.0	18.181818181818183	2138248.0
T132G_S142_L002_R1_001	13.542180725286329	35.0	101.0	18.181818181818183	2141989.0
T133F_S131_L001_R1_001	18.632868755699846	33.0	101.0	18.181818181818183	2549618.0
T133F_S131_L002_R1_001	18.43532348441815	33.0	101.0	18.181818181818183	2561315.0
T133G_S143_L001_R1_001	15.919921492765951	36.0	101.0	18.181818181818183	3342699.0
T133G_S143_L002_R1_001	15.567200045257408	36.0	101.0	18.181818181818183	3348611.0
T134F_S132_L001_R1_001	23.47422851012624	33.0	101.0	18.181818181818183	3558980.0
T134F_S132_L002_R1_001	23.036971113884817	33.0	101.0	18.181818181818183	3574762.0
T134G_S144_L001_R1_001	13.881656394002363	35.0	101.0	18.181818181818183	2948211.0
T134G_S144_L002_R1_001	13.659497203489607	35.0	101.0	18.181818181818183	2951877.0
T135F_S133_L001_R1_001	21.938701110381643	32.0	101.0	18.181818181818183	3778461.0
T135F_S133_L002_R1_001	21.644836298157372	32.0	101.0	18.181818181818183	3808328.0
T135G_S145_L001_R1_001	15.001185742292805	35.0	101.0	18.181818181818183	2488023.0
T135G_S145_L002_R1_001	14.821290845420435	35.0	101.0	18.181818181818183	2495231.0
T136F_S134_L001_R1_001	20.90079756338055	32.0	101.0	18.181818181818183	3452397.0
T136F_S134_L002_R1_001	20.41786081698679	32.0	101.0	18.181818181818183	3474289.0
T136G_S146_L001_R1_001	15.644465122434212	35.0	101.0	18.181818181818183	2462159.0
T136G_S146_L002_R1_001	15.382017281314901	35.0	101.0	18.181818181818183	2473966.0
T137F_S135_L001_R1_001	23.50695617295476	32.0	101.0	18.181818181818183	3447346.0
T137F_S135_L002_R1_001	23.303504310501438	32.0	101.0	18.181818181818183	3470048.0
T137G_S147_L001_R1_001	12.170539458647895	34.0	101.0	18.181818181818183	2841068.0
T137G_S147_L002_R1_001	11.89644974834809	34.0	101.0	18.181818181818183	2855293.0
