CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	72756	598462	10.84	671218
2	72073	591830	10.86	663903
3	73090	592208	10.99	665298
4	74292	597557	11.06	671849
5	73675	593328	11.05	667003
6	73292	595308	10.96	668600
7	73085	591482	11.00	664567
8	73194	593299	10.98	666493
9	73605	596762	10.98	670367
10	75615	604825	11.11	680440
11	74680	600994	11.05	675674
12	74754	598635	11.10	673389
13	74132	602257	10.96	676389
14	74554	598411	11.08	672965
15	74942	600708	11.09	675650
16	74961	597523	11.15	672484
17	74491	599725	11.05	674216
18	74685	600350	11.06	675035
19	74459	600455	11.03	674914
20	75135	599948	11.13	675083
21	75119	598074	11.16	673193
22	75817	606837	11.11	682654
23	74762	595975	11.15	670737
24	76342	599974	11.29	676316
25	75110	595552	11.20	670662
26	75215	596156	11.20	671371
27	75277	596429	11.21	671706
28	75024	597440	11.16	672464
29	74561	595201	11.13	669762
30	74576	592168	11.19	666744
31	75327	600470	11.15	675797
32	75477	597827	11.21	673304
33	75665	599188	11.21	674853
34	75709	599947	11.21	675656
35	75100	596133	11.19	671233
36	75100	597982	11.16	673082
37	76441	599824	11.30	676265
38	75707	600873	11.19	676580
39	75287	599265	11.16	674552
40	75530	597647	11.22	673177
41	75969	598468	11.26	674437
42	76000	599741	11.25	675741
43	75865	599524	11.23	675389
44	76302	601022	11.27	677324
45	75554	597917	11.22	673471
46	76094	600122	11.25	676216
47	76460	602600	11.26	679060
48	76793	598892	11.37	675685
49	76912	599533	11.37	676445
50	76310	598302	11.31	674612
51	76178	598122	11.30	674300
52	75936	595864	11.30	671800
53	76425	599815	11.30	676240
54	75638	596696	11.25	672334
55	75813	601416	11.19	677229
56	76766	599790	11.35	676556
57	76048	597609	11.29	673657
58	76538	598198	11.34	674736
59	76596	595433	11.40	672029
60	76102	596266	11.32	672368
61	76939	597815	11.40	674754
62	76973	598408	11.40	675381
63	76387	596669	11.35	673056
64	76837	598675	11.37	675512
65	76321	599235	11.30	675556
66	76843	597211	11.40	674054
67	76709	597808	11.37	674517
68	77392	594779	11.51	672171
69	76646	595751	11.40	672397
70	76407	595062	11.38	671469
71	76507	597975	11.34	674482
72	76691	595548	11.41	672239
73	76754	597027	11.39	673781
74	76797	595877	11.42	672674
75	76738	591218	11.49	667956
76	76384	592929	11.41	669313
77	76799	590456	11.51	667255
78	76113	591556	11.40	667669
79	76551	593204	11.43	669755
80	76755	594132	11.44	670887
81	76398	591714	11.43	668112
82	76560	592177	11.45	668737
83	77164	592452	11.52	669616
84	77315	592437	11.54	669752
85	77262	590922	11.56	668184
86	77394	589975	11.60	667369
87	77774	593293	11.59	671067
88	77304	590891	11.57	668195
89	77634	588472	11.65	666106
90	77384	588417	11.62	665801
91	77992	589129	11.69	667121
92	77518	585339	11.69	662857
93	77224	584898	11.66	662122
94	77580	586111	11.69	663691
95	78151	585219	11.78	663370
96	77555	585537	11.70	663092
97	78228	583533	11.82	661761
98	78682	582529	11.90	661211
99	78441	579806	11.92	658247
100	78484	582116	11.88	660600
101	78472	578771	11.94	657243
102	78959	576772	12.04	655731
103	78466	577193	11.97	655659
104	78781	575954	12.03	654735
105	78842	573245	12.09	652087
106	79592	574324	12.17	653916
107	80041	571566	12.28	651607
108	80354	571895	12.32	652249
109	79866	568670	12.31	648536
110	80870	565768	12.51	646638
111	88194	574010	13.32	662204

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	5519	921257	0.60	926776
2	5477	916273	0.59	921750
3	5322	914064	0.58	919386
4	5718	911376	0.62	917094
5	5779	905233	0.63	911012
6	5502	906822	0.60	912324
7	5589	916411	0.61	922000
8	5733	909340	0.63	915073
9	5569	919511	0.60	925080
10	5586	921286	0.60	926872
11	5577	920931	0.60	926508
12	5612	924618	0.60	930230
13	5652	929744	0.60	935396
14	5707	922510	0.61	928217
15	5741	921139	0.62	926880
16	6011	927061	0.64	933072
17	5645	918536	0.61	924181
18	5615	924305	0.60	929920
19	5621	927236	0.60	932857
20	5713	924139	0.61	929852
21	5666	925094	0.61	930760
22	5584	926671	0.60	932255
23	5757	920653	0.62	926410
24	5708	924588	0.61	930296
25	5614	925793	0.60	931407
26	5617	923455	0.60	929072
27	5859	925967	0.63	931826
28	5534	923548	0.60	929082
29	5640	921021	0.61	926661
30	5611	924020	0.60	929631
31	5858	928259	0.63	934117
32	5653	932325	0.60	937978
33	5607	927930	0.60	933537
34	5840	929571	0.62	935411
35	5504	921944	0.59	927448
36	5737	926177	0.62	931914
37	5784	928772	0.62	934556
38	5813	929685	0.62	935498
39	5769	925042	0.62	930811
40	5647	929087	0.60	934734
41	5737	929645	0.61	935382
42	5732	926960	0.61	932692
43	5744	931109	0.61	936853
44	5815	925081	0.62	930896
45	5881	928709	0.63	934590
46	5904	932207	0.63	938111
47	5797	930393	0.62	936190
48	5968	924445	0.64	930413
49	5920	928059	0.63	933979
50	5965	926271	0.64	932236
51	6142	923659	0.66	929801
52	6105	927909	0.65	934014
53	6106	924601	0.66	930707
54	6312	923660	0.68	929972
55	6236	925081	0.67	931317
56	6418	921679	0.69	928097
57	6383	923477	0.69	929860
58	6290	925668	0.67	931958
59	6424	920367	0.69	926791
60	6413	924404	0.69	930817
61	6660	924919	0.71	931579
62	6694	918768	0.72	925462
63	6662	920384	0.72	927046
64	6781	924984	0.73	931765
65	6641	920629	0.72	927270
66	6840	921677	0.74	928517
67	6692	920582	0.72	927274
68	6867	920127	0.74	926994
69	7145	920180	0.77	927325
70	7138	923941	0.77	931079
71	7211	918481	0.78	925692
72	7271	919138	0.78	926409
73	7415	920188	0.80	927603
74	7462	917866	0.81	925328
75	7742	917353	0.84	925095
76	7699	919097	0.83	926796
77	7887	917385	0.85	925272
78	7897	918261	0.85	926158
79	8202	922704	0.88	930906
80	8217	915548	0.89	923765
81	8568	914773	0.93	923341
82	8615	918494	0.93	927109
83	9054	910706	0.98	919760
84	9090	914763	0.98	923853
85	9269	913189	1.00	922458
86	9577	912044	1.04	921621
87	9485	912839	1.03	922324
88	10077	912634	1.09	922711
89	10209	908538	1.11	918747
