CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	73398	602740	10.86	676138
2	72228	598352	10.77	670580
3	73532	597003	10.97	670535
4	75113	601439	11.10	676552
5	73638	595218	11.01	668856
6	73641	599224	10.94	672865
7	73548	598807	10.94	672355
8	74010	598424	11.01	672434
9	74268	602895	10.97	677163
10	75533	610875	11.00	686408
11	75280	606852	11.04	682132
12	74993	602335	11.07	677328
13	74991	607555	10.99	682546
14	75055	601151	11.10	676206
15	75169	603391	11.08	678560
16	75512	602680	11.13	678192
17	74595	603909	10.99	678504
18	74946	607067	10.99	682013
19	75498	603932	11.11	679430
20	75149	606635	11.02	681784
21	75123	602388	11.09	677511
22	76365	612335	11.09	688700
23	75596	600815	11.18	676411
24	76120	603930	11.19	680050
25	75382	598984	11.18	674366
26	75113	601315	11.10	676428
27	75634	600005	11.19	675639
28	75641	601330	11.17	676971
29	75378	601102	11.14	676480
30	75560	598877	11.20	674437
31	75397	604854	11.08	680251
32	74784	604716	11.01	679500
33	76495	603921	11.24	680416
34	76264	601535	11.25	677799
35	75949	600152	11.23	676101
36	75805	601776	11.19	677581
37	76462	604495	11.23	680957
38	75629	604136	11.13	679765
39	76446	603106	11.25	679552
40	76368	606296	11.19	682664
41	76118	602885	11.21	679003
42	75948	605772	11.14	681720
43	76492	605698	11.21	682190
44	77044	606482	11.27	683526
45	76164	602302	11.23	678466
46	75999	604483	11.17	680482
47	76750	604533	11.27	681283
48	77511	604981	11.36	682492
49	76547	603151	11.26	679698
50	76194	604142	11.20	680336
51	76356	601822	11.26	678178
52	76030	599963	11.25	675993
53	76693	603455	11.28	680148
54	76003	601650	11.22	677653
55	76135	604000	11.19	680135
56	76271	602015	11.24	678286
57	76639	602179	11.29	678818
58	76115	603619	11.20	679734
59	76851	599567	11.36	676418
60	76364	601831	11.26	678195
61	77166	602391	11.36	679557
62	76923	602707	11.32	679630
63	76982	601815	11.34	678797
64	76786	602500	11.30	679286
65	76639	602478	11.29	679117
66	76973	600518	11.36	677491
67	76417	601590	11.27	678007
68	77279	599635	11.42	676914
69	76625	600874	11.31	677499
70	76554	599547	11.32	676101
71	76696	602445	11.29	679141
72	76225	600593	11.26	676818
73	76800	603534	11.29	680334
74	76919	600693	11.35	677612
75	76200	598173	11.30	674373
76	76694	597151	11.38	673845
77	77141	594118	11.49	671259
78	76885	594584	11.45	671469
79	76996	599662	11.38	676658
80	76691	597507	11.38	674198
81	76642	596577	11.38	673219
82	77176	596904	11.45	674080
83	76622	595951	11.39	672573
84	76902	597814	11.40	674716
85	77533	598431	11.47	675964
86	76899	596199	11.42	673098
87	77156	595456	11.47	672612
88	77520	595603	11.52	673123
89	77612	595013	11.54	672625
90	77704	594398	11.56	672102
91	78037	595383	11.59	673420
92	77811	591858	11.62	669669
93	77087	591186	11.54	668273
94	77491	591314	11.59	668805
95	78011	589619	11.68	667630
96	77738	591765	11.61	669503
97	77930	590358	11.66	668288
98	78010	588785	11.70	666795
99	78277	588512	11.74	666789
100	78200	589177	11.72	667377
101	78490	587326	11.79	665816
102	78585	586909	11.81	665494
103	78465	584169	11.84	662634
104	78766	582033	11.92	660799
105	78847	579969	11.97	658816
106	79686	580510	12.07	660196
107	79394	580900	12.02	660294
108	79240	579279	12.03	658519
109	79454	575330	12.13	654784
110	80329	574151	12.27	654480
111	86579	581692	12.96	668271

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	5700	928074	0.61	933774
2	5667	924823	0.61	930490
3	5612	923905	0.60	929517
4	5720	916400	0.62	922120
5	5828	914213	0.63	920041
6	5788	913618	0.63	919406
7	5746	924668	0.62	930414
8	5824	917308	0.63	923132
9	5711	927572	0.61	933283
10	5720	927537	0.61	933257
11	5767	928982	0.62	934749
12	5840	934090	0.62	939930
13	5942	938813	0.63	944755
14	5860	933662	0.62	939522
15	5820	930744	0.62	936564
16	6006	935220	0.64	941226
17	5851	927984	0.63	933835
18	5553	931607	0.59	937160
19	5758	933633	0.61	939391
20	5592	930279	0.60	935871
21	5866	932228	0.63	938094
22	5820	934311	0.62	940131
23	5787	928714	0.62	934501
24	5648	933169	0.60	938817
25	5712	934347	0.61	940059
26	5787	930201	0.62	935988
27	6050	933427	0.64	939477
28	5704	931072	0.61	936776
29	5669	925845	0.61	931514
30	5869	929673	0.63	935542
31	5909	936412	0.63	942321
32	5726	938464	0.61	944190
33	5786	936457	0.61	942243
34	5901	940112	0.62	946013
35	5898	930550	0.63	936448
36	5766	935149	0.61	940915
37	5781	937014	0.61	942795
38	5832	936474	0.62	942306
39	5823	933883	0.62	939706
40	5813	934688	0.62	940501
41	5970	936526	0.63	942496
42	5904	933998	0.63	939902
43	5808	938769	0.61	944577
44	5821	934380	0.62	940201
45	5873	936369	0.62	942242
46	5998	940455	0.63	946453
47	6164	938499	0.65	944663
48	5953	932553	0.63	938506
49	6049	933900	0.64	939949
50	6159	932256	0.66	938415
51	6161	932212	0.66	938373
52	6335	935551	0.67	941886
53	6142	932991	0.65	939133
54	6346	931956	0.68	938302
55	6340	931213	0.68	937553
56	6363	928449	0.68	934812
57	6431	931120	0.69	937551
58	6415	931467	0.68	937882
59	6541	929927	0.70	936468
60	6538	933304	0.70	939842
61	6522	932687	0.69	939209
62	6684	925656	0.72	932340
63	6739	929484	0.72	936223
64	6737	930256	0.72	936993
65	6767	925865	0.73	932632
66	6611	927472	0.71	934083
67	6784	929468	0.72	936252
68	6820	927575	0.73	934395
69	7012	926888	0.75	933900
70	7106	929832	0.76	936938
71	7174	925914	0.77	933088
72	7139	929564	0.76	936703
73	7301	929807	0.78	937108
74	7471	925678	0.80	933149
75	7490	926649	0.80	934139
76	7503	927311	0.80	934814
77	7705	924468	0.83	932173
78	7928	925716	0.85	933644
79	7929	929402	0.85	937331
80	8182	923962	0.88	932144
81	8105	923675	0.87	931780
