CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	72805	619540	10.52	692345
2	72653	614586	10.57	687239
3	72860	614072	10.61	686932
4	74229	615220	10.77	689449
5	74001	610253	10.81	684254
6	73508	612885	10.71	686393
7	73243	613325	10.67	686568
8	72730	613823	10.59	686553
9	73433	619889	10.59	693322
10	75216	628668	10.69	703884
11	74563	621931	10.71	696494
12	74547	620436	10.73	694983
13	74732	623510	10.70	698242
14	74658	620571	10.74	695229
15	75164	619309	10.82	694473
16	75082	620158	10.80	695240
17	74206	618851	10.71	693057
18	74811	623261	10.72	698072
19	75229	620206	10.82	695435
20	74956	622983	10.74	697939
21	75015	619411	10.80	694426
22	75318	628123	10.71	703441
23	75240	617151	10.87	692391
24	76034	621453	10.90	697487
25	75288	614134	10.92	689422
26	75080	617795	10.84	692875
27	75303	616056	10.89	691359
28	75535	618384	10.89	693919
29	75117	618384	10.83	693501
30	75040	617498	10.84	692538
31	75227	624509	10.75	699736
32	75496	622742	10.81	698238
33	76237	624876	10.87	701113
34	75819	621527	10.87	697346
35	76001	616678	10.97	692679
36	75698	619249	10.89	694947
37	76737	622850	10.97	699587
38	75764	622934	10.84	698698
39	75949	621072	10.90	697021
40	75603	622884	10.82	698487
41	76005	621607	10.90	697612
42	76599	626092	10.90	702691
43	76050	623758	10.87	699808
44	76302	623948	10.90	700250
45	76140	619628	10.94	695768
46	76621	621156	10.98	697777
47	76952	623673	10.98	700625
48	76858	623800	10.97	700658
49	76869	624337	10.96	701206
50	76206	624599	10.87	700805
51	76770	622479	10.98	699249
52	76381	620838	10.96	697219
53	76240	626000	10.86	702240
54	76188	620010	10.94	696198
55	76444	624750	10.90	701194
56	76974	621740	11.02	698714
57	76537	621046	10.97	697583
58	76635	619582	11.01	696217
59	76943	619616	11.05	696559
60	76665	622268	10.97	698933
61	77569	623270	11.07	700839
62	76800	623154	10.97	699954
63	77613	620100	11.12	697713
64	76444	621983	10.95	698427
65	77060	620825	11.04	697885
66	76721	621849	10.98	698570
67	77270	620937	11.07	698207
68	77254	621397	11.06	698651
69	77400	621633	11.07	699033
70	76616	619917	11.00	696533
71	76935	625180	10.96	702115
72	77247	621244	11.06	698491
73	77246	623883	11.02	701129
74	77761	618943	11.16	696704
75	76673	615641	11.07	692314
76	76520	614440	11.07	690960
77	77324	613188	11.20	690512
78	76560	615010	11.07	691570
79	76831	618419	11.05	695250
80	76916	619011	11.05	695927
81	76789	618659	11.04	695448
82	77372	615835	11.16	693207
83	77272	615169	11.16	692441
84	77077	616662	11.11	693739
85	77323	615549	11.16	692872
86	76885	612576	11.15	689461
87	77332	618730	11.11	696062
88	77598	614813	11.21	692411
89	77833	615533	11.23	693366
90	78230	612450	11.33	690680
91	77744	614513	11.23	692257
92	77811	609279	11.32	687090
93	78013	609755	11.34	687768
94	77972	609423	11.34	687395
95	77685	608602	11.32	686287
96	77812	605944	11.38	683756
97	78234	605733	11.44	683967
98	78623	604404	11.51	683027
99	77713	600403	11.46	678116
100	78328	605707	11.45	684035
101	78074	604173	11.44	682247
102	78303	603132	11.49	681435
103	78134	599761	11.53	677895
104	78709	596925	11.65	675634
105	78938	596134	11.69	675072
106	79492	595785	11.77	675277
107	79916	594909	11.84	674825
108	79748	591625	11.88	671373
109	79576	590493	11.88	670069
110	80686	589667	12.04	670353
111	87713	599067	12.77	686780

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	5699	934240	0.61	939939
2	5642	935009	0.60	940651
3	5496	930240	0.59	935736
4	5792	924411	0.62	930203
5	5813	920322	0.63	926135
6	5573	921903	0.60	927476
7	5609	932531	0.60	938140
8	5673	925330	0.61	931003
9	5602	936063	0.59	941665
10	5555	935957	0.59	941512
11	5537	939816	0.59	945353
12	5624	943324	0.59	948948
13	5669	949080	0.59	954749
14	5655	940276	0.60	945931
15	5789	942023	0.61	947812
16	5871	942888	0.62	948759
17	5719	934597	0.61	940316
18	5600	937126	0.59	942726
19	5682	943719	0.60	949401
20	5506	942114	0.58	947620
21	5797	943939	0.61	949736
22	5709	944988	0.60	950697
23	5735	941796	0.61	947531
24	5727	945255	0.60	950982
25	5656	948568	0.59	954224
26	5815	942052	0.61	947867
27	5938	947168	0.62	953106
28	5703	941024	0.60	946727
29	5726	938714	0.61	944440
30	5889	940761	0.62	946650
31	5983	946308	0.63	952291
32	5781	950436	0.60	956217
33	5746	946664	0.60	952410
34	5904	948137	0.62	954041
35	5752	944120	0.61	949872
36	5625	947738	0.59	953363
37	5736	947813	0.60	953549
38	5719	947820	0.60	953539
39	5865	944404	0.62	950269
40	5774	948523	0.61	954297
41	6027	947329	0.63	953356
42	5844	949423	0.61	955267
43	5936	952475	0.62	958411
44	5811	948252	0.61	954063
45	5835	951232	0.61	957067
46	6026	954221	0.63	960247
47	5853	952950	0.61	958803
48	5893	944337	0.62	950230
49	5980	946544	0.63	952524
50	6121	944695	0.64	950816
51	6246	946168	0.66	952414
52	6293	948353	0.66	954646
53	6211	947478	0.65	953689
54	6300	946645	0.66	952945
55	6352	945322	0.67	951674
56	6448	946304	0.68	952752
57	6479	946642	0.68	953121
58	6426	946458	0.67	952884
59	6485	943209	0.68	949694
60	6543	946891	0.69	953434
61	6594	946594	0.69	953188
62	6631	939120	0.70	945751
63	6858	942135	0.72	948993
64	6737	948504	0.71	955241
65	6786	947082	0.71	953868
66	6834	943945	0.72	950779
67	6899	944405	0.73	951304
68	7185	944571	0.75	951756
69	7185	942199	0.76	949384
70	7197	943669	0.76	950866
71	7270	938815	0.77	946085
72	7251	940951	0.76	948202
73	7259	941851	0.76	949110
74	7349	936924	0.78	944273
75	7477	939885	0.79	947362
76	7632	940125	0.81	947757
77	7858	941286	0.83	949144
78	8003	939916	0.84	947919
79	7966	943229	0.84	951195
80	8246	937631	0.87	945877
81	8290	937080	0.88	945370
82	8484	938997	0.90	947481
83	8635	931878	0.92	940513
84	8853	935945	0.94	944798
85	9270	931890	0.98	941160
86	9435	933779	1.00	943214
87	9321	931153	0.99	940474
88	9738	934885	1.03	944623
89	10081	927445	1.08	937526
90	10255	926294	1.09	936549
91	10451	927252	1.11	937703
92	10756	927221	1.15	937977
93	11156	923512	1.19	934668
94	11340	925965	1.21	937305
95	11744	924671	1.25	936415
96	12290	918694	1.32	930984
97	12441	916371	1.34	928812
98	12970	913706	1.40	926676
99	13312	912185	1.44	925497
100	13815	912301	1.49	926116
101	14145	909787	1.53	923932
102	14752	904096	1.61	918848
103	15270	902887	1.66	918157
104	15497	899154	1.69	914651
105	16236	897786	1.78	914022
106	16738	897191	1.83	913929
107	18153	897352	1.98	915505
108	18518	897673	2.02	916191
109	19302	893941	2.11	913243
110	29290	901966	3.15	931256
111	29206	893941	3.16	923147

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	27922	4221335	0.66	4249257
2	27831	4210720	0.66	4238551
3	28055	4188440	0.67	4216495
4	29690	4171473	0.71	4201163
5	30265	4170136	0.72	4200401
6	28931	4170801	0.69	4199732
7	28679	4197410	0.68	4226089
8	29070	4184987	0.69	4214057
9	28796	4223259	0.68	4252055
10	29791	4221487	0.70	4251278
11	29535	4237956	0.69	4267491
12	29439	4230837	0.69	4260276
13	28885	4230612	0.68	4259497
14	29023	4211567	0.68	4240590
15	29000	4214740	0.68	4243740
16	30727	4206706	0.73	4237433
17	30279	4190276	0.72	4220555
18	28886	4212319	0.68	4241205
19	29235	4235763	0.69	4264998
20	29391	4240647	0.69	4270038
21	29653	4239911	0.69	4269564
22	29527	4262293	0.69	4291820
23	29693	4222145	0.70	4251838
24	29500	4238979	0.69	4268479
25	29497	4251052	0.69	4280549
26	28898	4222948	0.68	4251846
27	29686	4223629	0.70	4253315
28	29743	4230486	0.70	4260229
29	30041	4213729	0.71	4243770
30	29417	4219525	0.69	4248942
31	29776	4242622	0.70	4272398
32	29630	4251685	0.69	4281315
33	29595	4246572	0.69	4276167
34	30616	4252212	0.71	4282828
35	30302	4239810	0.71	4270112
36	30024	4235039	0.70	4265063
37	29760	4236614	0.70	4266374
38	29461	4239122	0.69	4268583
39	30394	4236343	0.71	4266737
40	30469	4260017	0.71	4290486
41	30055	4261207	0.70	4291262
42	30369	4267128	0.71	4297497
43	30139	4261614	0.70	4291753
44	30197	4255466	0.70	4285663
45	30620	4248957	0.72	4279577
46	31114	4243683	0.73	4274797
47	31087	4239553	0.73	4270640
48	31432	4252914	0.73	4284346
49	31778	4256120	0.74	4287898
50	31739	4243889	0.74	4275628
51	32279	4253643	0.75	4285922
52	32523	4250237	0.76	4282760
53	32379	4248162	0.76	4280541
54	33387	4235295	0.78	4268682
55	32740	4234334	0.77	4267074
56	32749	4236811	0.77	4269560
57	33232	4233026	0.78	4266258
58	33304	4235911	0.78	4269215
59	33409	4236363	0.78	4269772
60	33756	4247606	0.79	4281362
61	34126	4245939	0.80	4280065
62	34588	4236714	0.81	4271302
63	34364	4240734	0.80	4275098
64	35443	4241966	0.83	4277409
65	35422	4236680	0.83	4272102
66	35378	4237107	0.83	4272485
67	35594	4231353	0.83	4266947
68	35931	4235257	0.84	4271188
69	36725	4233351	0.86	4270076
70	37170	4230239	0.87	4267409
71	37364	4226756	0.88	4264120
