CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	87394	696302	11.15	783696
2	88319	696916	11.25	785235
3	88833	691744	11.38	780577
4	89533	678458	11.66	767991
5	89472	673096	11.73	762568
6	88901	677680	11.60	766581
7	88297	687000	11.39	775297
8	89958	686514	11.59	776472
9	90470	697600	11.48	788070
10	92020	710344	11.47	802364
11	90293	704756	11.36	795049
12	91183	699639	11.53	790822
13	89998	697803	11.42	787801
14	91186	695927	11.58	787113
15	91566	695246	11.64	786812
16	91829	690775	11.73	782604
17	90304	691212	11.55	781516
18	90571	695699	11.52	786270
19	92449	703411	11.62	795860
20	91852	708821	11.47	800673
21	92305	703055	11.61	795360
22	92195	714197	11.43	806392
23	91894	699520	11.61	791414
24	92002	692170	11.73	784172
25	90899	680922	11.78	771821
26	91047	681981	11.78	773028
27	91933	687932	11.79	779865
28	91846	695067	11.67	786913
29	91378	702816	11.51	794194
30	92908	702201	11.68	795109
31	93719	709229	11.67	802948
32	93319	702098	11.73	795417
33	93145	702583	11.71	795728
34	94587	703204	11.86	797791
35	92674	696681	11.74	789355
36	92509	694449	11.76	786958
37	92613	696046	11.74	788659
38	92808	703299	11.66	796107
39	92072	700585	11.62	792657
40	93045	701537	11.71	794582
41	93598	703786	11.74	797384
42	93714	709299	11.67	803013
43	93578	706676	11.69	800254
44	94788	707731	11.81	802519
45	93519	699382	11.79	792901
46	94143	698055	11.88	792198
47	94222	699655	11.87	793877
48	94907	703303	11.89	798210
49	94293	708325	11.75	802618
50	92974	705941	11.64	798915
51	94741	703610	11.87	798351
52	93626	708282	11.68	801908
53	93984	712759	11.65	806743
54	93094	701307	11.72	794401
55	94102	702566	11.81	796668
56	93951	698618	11.85	792569
57	94131	698597	11.87	792728
58	94057	700665	11.84	794722
59	94307	701120	11.86	795427
60	94233	706000	11.78	800233
61	95214	705313	11.89	800527
62	95008	704587	11.88	799595
63	94785	704086	11.86	798871
64	94328	703130	11.83	797458
65	94030	701828	11.81	795858
66	93577	696872	11.84	790449
67	94242	701123	11.85	795365
68	96372	707861	11.98	804233
69	95307	708840	11.85	804147
70	94259	705208	11.79	799467
71	94958	710902	11.78	805860
72	94469	707253	11.78	801722
73	95190	705445	11.89	800635
74	95167	701272	11.95	796439
75	93483	689819	11.93	783302
76	93414	688739	11.94	782153
77	94111	685825	12.07	779936
78	94254	692424	11.98	786678
79	95043	700814	11.94	795857
80	95058	704706	11.89	799764
81	94834	702341	11.90	797175
82	96004	702940	12.02	798944
83	94404	700865	11.87	795269
84	95317	697712	12.02	793029
85	95163	697336	12.01	792499
86	95297	690944	12.12	786241
87	94623	690304	12.06	784927
88	94133	686722	12.06	780855
89	95113	690106	12.11	785219
90	95176	694649	12.05	789825
91	95895	697031	12.09	792926
92	97020	698150	12.20	795170
93	95884	690671	12.19	786555
94	95713	691044	12.17	786757
95	95616	679473	12.34	775089
96	94321	675099	12.26	769420
97	95309	673863	12.39	769172
98	95174	672869	12.39	768043
99	95414	674503	12.39	769917
100	95788	679813	12.35	775601
101	95420	683329	12.25	778749
102	95939	682270	12.33	778209
103	95201	678838	12.30	774039
104	95123	674238	12.36	769361
105	95451	672158	12.43	767609
106	96197	665585	12.63	761782
107	96582	661705	12.74	758287
108	95730	657808	12.70	753538
109	96043	654853	12.79	750896
110	97714	658468	12.92	756182
111	106161	670110	13.68	776271

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	6007	1006347	0.59	1012354
2	6021	1009124	0.59	1015145
3	5781	1001715	0.57	1007496
4	6186	992003	0.62	998189
5	6201	985977	0.62	992178
6	6203	983476	0.63	989679
7	6075	1001224	0.60	1007299
8	6026	991956	0.60	997982
9	6213	1004753	0.61	1010966
10	5994	1007043	0.59	1013037
11	6003	1008415	0.59	1014418
12	6195	1013230	0.61	1019425
13	6192	1031220	0.60	1037412
14	6164	1025610	0.60	1031774
15	5946	1015362	0.58	1021308
16	6451	1023166	0.63	1029617
17	6112	1006783	0.60	1012895
18	5953	1009729	0.59	1015682
19	6177	1015651	0.60	1021828
20	6101	1014669	0.60	1020770
21	6005	1014394	0.59	1020399
22	6071	1020505	0.59	1026576
23	6258	1022675	0.61	1028933
