CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
68	96611	703441	12.08	800052
69	96210	704953	12.01	801163
70	95571	702596	11.97	798167
71	96251	710922	11.92	807173
72	95706	707392	11.92	803098
73	95940	705921	11.96	801861
74	95755	700045	12.03	795800
75	94172	688457	12.03	782629
76	94556	688219	12.08	782775
77	95881	687878	12.23	783759
78	95169	691828	12.09	786997
79	95960	699137	12.07	795097
80	95844	705029	11.97	800873
81	95414	700886	11.98	796300
82	96235	704119	12.02	800354
83	96043	698709	12.08	794752
84	96406	696897	12.15	793303
85	95873	695531	12.11	791404
86	95723	688436	12.21	784159
87	95250	691531	12.11	786781
88	95270	687077	12.18	782347
89	96363	691306	12.23	787669
90	96364	694178	12.19	790542
91	95764	696373	12.09	792137
92	96773	693190	12.25	789963
93	96881	689901	12.31	786782
94	95836	686994	12.24	782830
95	96017	680470	12.37	776487
96	95032	677368	12.30	772400
97	95332	676920	12.34	772252
98	96270	676225	12.46	772495
99	95919	676751	12.41	772670
100	96584	682527	12.40	779111
101	96393	680642	12.41	777035
102	96050	680078	12.38	776128
103	95538	678173	12.35	773711
104	96203	672556	12.51	768759
105	96303	667988	12.60	764291
106	96728	664649	12.70	761377
107	97096	661448	12.80	758544
108	96764	659744	12.79	756508
109	96960	657335	12.85	754295
110	97269	656817	12.90	754086
111	106609	670762	13.71	777371

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	6006	1002787	0.60	1008793
2	6157	1007466	0.61	1013623
3	5888	1000655	0.58	1006543
4	6182	994694	0.62	1000876
5	6429	986358	0.65	992787
6	5988	981431	0.61	987419
7	6021	995548	0.60	1001569
8	6114	982356	0.62	988470
9	5981	991291	0.60	997272
10	6099	998676	0.61	1004775
11	6194	1001485	0.61	1007679
12	6281	1012301	0.62	1018582
13	6073	1022594	0.59	1028667
14	6207	1018427	0.61	1024634
15	6400	1014473	0.63	1020873
16	6420	1016568	0.63	1022988
17	6470	1003845	0.64	1010315
18	6231	1003331	0.62	1009562
19	6250	1008554	0.62	1014804
20	6234	1005859	0.62	1012093
21	6237	1010740	0.61	1016977
22	6032	1018699	0.59	1024731
23	6341	1017330	0.62	1023671
24	6207	1029477	0.60	1035684
25	6278	1027399	0.61	1033677
26	6174	1015884	0.60	1022058
27	6611	1021826	0.64	1028437
28	6416	1013525	0.63	1019941
29	6179	1007259	0.61	1013438
30	6205	1005889	0.61	1012094
31	6327	1016822	0.62	1023149
32	6155	1032884	0.59	1039039
33	6322	1030461	0.61	1036783
34	6682	1040137	0.64	1046819
35	6331	1030617	0.61	1036948
36	6282	1036652	0.60	1042934
37	6231	1031219	0.60	1037450
38	6170	1027898	0.60	1034068
39	6524	1016739	0.64	1023263
40	6330	1019705	0.62	1026035
41	6431	1022608	0.62	1029039
42	6378	1032745	0.61	1039123
43	6460	1044506	0.61	1050966
44	6546	1037115	0.63	1043661
45	6516	1042104	0.62	1048620
46	6480	1049117	0.61	1055597
47	6679	1043869	0.64	1050548
48	6441	1028063	0.62	1034504
49	6625	1024996	0.64	1031621
50	6552	1020653	0.64	1027205
51	6669	1027417	0.64	1034086
52	6818	1033722	0.66	1040540
53	6904	1026282	0.67	1033186
54	6974	1028589	0.67	1035563
55	6938	1036739	0.66	1043677
56	7109	1034478	0.68	1041587
57	7206	1037773	0.69	1044979
58	7082	1032595	0.68	1039677
59	7240	1028052	0.70	1035292
60	7136	1026572	0.69	1033708
61	7264	1029001	0.70	1036265
62	7345	1022511	0.71	1029856
63	7366	1024264	0.71	1031630
64	7319	1030418	0.71	1037737
65	7477	1028912	0.72	1036389
66	7402	1028210	0.71	1035612
67	7456	1029901	0.72	1037357
68	7488	1027925	0.72	1035413
69	7785	1024175	0.75	1031960
70	7759	1029641	0.75	1037400
71	7995	1026441	0.77	1034436
72	7935	1025928	0.77	1033863
73	8123	1025850	0.79	1033973
74	8234	1018809	0.80	1027043
75	8376	1021198	0.81	1029574
76	8579	1028903	0.83	1037482
77	8600	1024165	0.83	1032765
78	8828	1025886	0.85	1034714
79	8932	1029462	0.86	1038394
80	8999	1022171	0.87	1031170
81	9094	1020052	0.88	1029146
82	9494	1018946	0.92	1028440
83	9595	1012637	0.94	1022232
84	9760	1018993	0.95	1028753
85	10156	1014460	0.99	1024616
86	10309	1015129	1.01	1025438
87	10346	1009719	1.01	1020065
88	10995	1013930	1.07	1024925
89	10996	1008967	1.08	1019963
90	11312	1007894	1.11	1019206
91	11663	1007166	1.14	1018829
92	11795	1007274	1.16	1019069
93	12042	1002506	1.19	1014548
94	12721	1004249	1.25	1016970
95	13090	1000575	1.29	1013665
96	13599	996697	1.35	1010296
97	13818	992711	1.37	1006529
98	14472	987135	1.44	1001607
99	15093	987870	1.50	1002963
100	15463	989151	1.54	1004614
101	15785	982217	1.58	998002
102	16318	979674	1.64	995992
103	16830	976467	1.69	993297
104	17544	970171	1.78	987715
105	18133	967353	1.84	985486
106	19058	965405	1.94	984463
107	20703	965826	2.10	986529
108	21248	964095	2.16	985343
109	21790	960749	2.22	982539
110	33684	968912	3.36	1002596
111	33201	964634	3.33	997835

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	30953	4426879	0.69	4457832
2	30393	4397180	0.69	4427573
3	30462	4365060	0.69	4395522
4	32782	4327164	0.75	4359946
5	33673	4281575	0.78	4315248
6	32051	4284855	0.74	4316906
7	31040	4326687	0.71	4357727
8	31386	4317019	0.72	4348405
9	31063	4402818	0.70	4433881
10	32901	4439335	0.74	4472236
11	33066	4453253	0.74	4486319
12	32854	4431978	0.74	4464832
13	31521	4413475	0.71	4444996
14	31408	4374865	0.71	4406273
15	31418	4358365	0.72	4389783
16	33624	4340860	0.77	4374484
17	33342	4325422	0.76	4358764
18	32433	4360985	0.74	4393418
19	31916	4410447	0.72	4442363
20	31998	4448911	0.71	4480909
21	31954	4462507	0.71	4494461
22	32590	4471765	0.72	4504355
23	33405	4417640	0.75	4451045
24	32757	4429462	0.73	4462219
25	32362	4428740	0.73	4461102
26	31181	4377403	0.71	4408584
27	32167	4378172	0.73	4410339
28	32769	4369628	0.74	4402397
29	33180	4383973	0.75	4417153
30	32934	4410540	0.74	4443474
31	33059	4455652	0.74	4488711
32	31961	4457771	0.71	4489732
33	32185	4449188	0.72	4481373
34	33524	4454151	0.75	4487675
35	33980	4432133	0.76	4466113
36	33218	4407602	0.75	4440820
37	32432	4414117	0.73	4446549
38	31952	4407346	0.72	4439298
39	32685	4400706	0.74	4433391
40	33938	4468795	0.75	4502733
41	34173	4499205	0.75	4533378
42	34058	4506638	0.75	4540696
43	33268	4485501	0.74	4518769
44	32945	4461446	0.73	4494391
45	32834	4428791	0.74	4461625
46	34046	4415766	0.77	4449812
47	34346	4414188	0.77	4448534
48	34966	4450238	0.78	4485204
49	34567	4453864	0.77	4488431
50	34181	4449003	0.76	4483184
51	34715	4479123	0.77	4513838
52	36173	4494628	0.80	4530801
53	36775	4470775	0.82	4507550
54	36596	4440242	0.82	4476838
55	35622	4416777	0.80	4452399
56	35072	4407784	0.79	4442856
57	35706	4399529	0.81	4435235
58	36376	4420838	0.82	4457214
59	37109	4430595	0.83	4467704
60	37440	4460571	0.83	4498011
61	37378	4470851	0.83	4508229
62	37167	4464770	0.83	4501937
63	37775	4462962	0.84	4500737
64	38492	4457924	0.86	4496416
65	39226	4434839	0.88	4474065
66	38997	4417986	0.87	4456983
67	38556	4390625	0.87	4429181
68	38767	4396262	0.87	4435029
69	39595	4407179	0.89	4446774
70	40782	4426433	0.91	4467215
71	41401	4451182	0.92	4492583
72	41446	4457503	0.92	4498949
73	41343	4450856	0.92	4492199
74	41774	4439946	0.93	4481720
75	42299	4422538	0.95	4464837
76	43988	4409365	0.99	4453353
77	45087	4391184	1.02	4436271
78	45171	4384979	1.02	4430150
79	45648	4393575	1.03	4439223
80	46080	4409799	1.03	4455879
81	47247	4417770	1.06	4465017
82	49269	4441171	1.10	4490440
83	50204	4435295	1.12	4485499
84	50964	4428193	1.14	4479157
85	51676	4414327	1.16	4466003
86	53110	4379711	1.20	4432821
87	53592	4355237	1.22	4408829
88	55873	4321734	1.28	4377607
89	57243	4319406	1.31	4376649
90	58456	4332033	1.33	4390489
91	59751	4355065	1.35	4414816
92	61817	4372696	1.39	4434513
93	63043	4373150	1.42	4436193
94	66642	4370491	1.50	4437133
95	68561	4337048	1.56	4405609
96	70980	4309412	1.62	4380392
97	71699	4289224	1.64	4360923
98	74782	4273927	1.72	4348709
99	76516	4270633	1.76	4347149
100	79858	4283472	1.83	4363330
101	82749	4282618	1.90	4365367
102	85757	4285205	1.96	4370962
103	89367	4297874	2.04	4387241
104	91893	4286138	2.10	4378031
105	95551	4267801	2.19	4363352
106	101518	4246363	2.33	4347881
107	106911	4224706	2.47	4331617
108	115815	4212436	2.68	4328251
109	119946	4198606	2.78	4318552
110	122329	4181003	2.84	4303332
111	128214	4180752	2.98	4308966

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	80191	590868	11.95	671059
2	78802	582077	11.92	660879
3	78214	576928	11.94	655142
4	77425	571699	11.93	649124
5	77376	566839	12.01	644215
6	77063	564960	12.00	642023
7	76116	560580	11.95	636696
8	75610	559514	11.90	635124
9	75763	558281	11.95	634044
10	75643	556433	11.97	632076
11	74801	555373	11.87	630174
12	75140	551457	11.99	626597
13	74051	547222	11.92	621273
14	74016	540026	12.05	614042
15	73020	535593	12.00	608613
16	72408	528809	12.04	601217
17	72121	527513	12.03	599634
18	71504	524825	11.99	596329
19	70957	521851	11.97	592808
20	70520	517603	11.99	588123
21	69784	514537	11.94	584321
22	68859	509679	11.90	578538
23	68261	504372	11.92	572633
24	67453	498314	11.92	565767
25	66417	492475	11.88	558892
26	66362	486961	11.99	553323
27	65808	482482	12.00	548290
28	64858	478481	11.94	543339
29	64063	473143	11.93	537206
30	62871	469147	11.82	532018
31	62970	465096	11.92	528066
32	61791	460265	11.84	522056
33	60848	453790	11.82	514638
34	60947	449373	11.94	510320
35	59818	445306	11.84	505124
36	58895	438881	11.83	497776
37	58681	434200	11.91	492881
38	57764	428657	11.88	486421
39	57248	424941	11.87	482189
40	56119	420392	11.78	476511
41	55902	415738	11.85	471640
42	55158	411875	11.81	467033
43	54628	408350	11.80	462978
44	53740	402929	11.77	456669
45	53299	397655	11.82	450954
46	52581	392473	11.81	445054
47	52156	386094	11.90	438250
48	50941	382470	11.75	433411
49	50464	375644	11.84	426108
50	49883	371879	11.83	421762
51	48730	366646	11.73	415376
52	48471	362302	11.80	410773
53	48005	356958	11.85	404963
54	47335	353521	11.81	400856
55	46830	349019	11.83	395849
56	45857	344578	11.75	390435
57	45754	339985	11.86	385739
58	44969	336167	11.80	381136
59	44505	330991	11.85	375496
60	43500	326297	11.76	369797
61	42863	322744	11.72	365607
62	42155	318366	11.69	360521
63	41616	313106	11.73	354722
64	41360	308389	11.83	349749
65	40352	304156	11.71	344508
66	39722	300357	11.68	340079
67	39221	295846	11.71	335067
68	38959	291773	11.78	330732
69	38320	288440	11.73	326760
70	38201	285053	11.82	323254
71	37106	280132	11.70	317238
72	36441	276279	11.65	312720
73	36035	272187	11.69	308222
74	35536	268185	11.70	303721
75	35276	265094	11.74	300370
76	34543	260117	11.72	294660
77	34137	256474	11.75	290611
78	33309	253725	11.60	287034
79	33083	249600	11.70	282683
80	32860	248214	11.69	281074
81	32039	244138	11.60	276177
82	31467	239922	11.59	271389
83	31090	236297	11.63	267387
84	30852	233644	11.66	264496
85	30066	229137	11.60	259203
86	29744	225772	11.64	255516
87	29574	222223	11.75	251797
88	28965	219980	11.64	248945
89	28656	216480	11.69	245136
90	28088	213384	11.63	241472
91	27769	210729	11.64	238498
92	27500	207139	11.72	234639
93	26999	205221	11.63	232220
94	26767	201619	11.72	228386
95	26063	198539	11.60	224602
96	26047	196475	11.71	222522
97	25484	192611	11.68	218095
98	25319	190146	11.75	215465
99	24514	187210	11.58	211724
100	24013	185225	11.48	209238
101	23905	182996	11.55	206901
102	23646	179143	11.66	202789
103	23222	177601	11.56	200823
104	22992	175145	11.60	198137
105	22563	172463	11.57	195026
106	22478	169714	11.70	192192
107	21890	167412	11.56	189302
108	21284	164550	11.45	185834
109	21053	163001	11.44	184054
110	20666	160726	11.39	181392
111	20404	158279	11.42	178683

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	12408	839031	1.46	851439
2	11831	840716	1.39	852547
3	8162	827733	0.98	835895
4	7314	824228	0.88	831542
5	6888	818721	0.83	825609
6	6371	812961	0.78	819332
7	5892	807515	0.72	813407
8	5486	802698	0.68	808184
9	5347	799375	0.66	804722
10	5261	792795	0.66	798056
11	5109	790090	0.64	795199
12	4980	785010	0.63	789990
13	4909	781398	0.62	786307
14	4944	774262	0.63	779206
15	4678	769406	0.60	774084
16	4508	762782	0.59	767290
17	4586	760884	0.60	765470
18	4539	755047	0.60	759586
19	4431	752742	0.59	757173
20	4460	745553	0.59	750013
21	4265	740250	0.57	744515
22	4305	733455	0.58	737760
23	4187	728297	0.57	732484
24	4051	720878	0.56	724929
25	4185	715913	0.58	720098
26	4153	708120	0.58	712273
27	4156	701192	0.59	705348
28	4085	693072	0.59	697157
29	3970	687692	0.57	691662
30	3971	681316	0.58	685287
31	4157	673425	0.61	677582
32	3750	668650	0.56	672400
33	4004	660400	0.60	664404
34	4105	652092	0.63	656197
35	3729	645895	0.57	649624
36	3548	641464	0.55	645012
37	3711	634488	0.58	638199
38	3682	628623	0.58	632305
39	3503	621611	0.56	625114
40	3435	612450	0.56	615885
41	3598	606986	0.59	610584
42	3571	598822	0.59	602393
43	3688	593023	0.62	596711
44	3421	586916	0.58	590337
45	3281	579852	0.56	583133
46	3228	574217	0.56	577445
47	3275	568718	0.57	571993
48	3331	560649	0.59	563980
49	3155	553945	0.57	557100
50	3194	546167	0.58	549361
51	3070	538712	0.57	541782
52	3177	531616	0.59	534793
53	3256	525139	0.62	528395
54	3055	519020	0.59	522075
55	3078	511966	0.60	515044
56	2894	508113	0.57	511007
57	2996	501514	0.59	504510
58	2829	496620	0.57	499449
59	2874	489419	0.58	492293
60	2863	482741	0.59	485604
61	2788	475790	0.58	478578
62	2624	469393	0.56	472017
63	2669	462711	0.57	465380
64	2632	454620	0.58	457252
65	2625	448648	0.58	451273
66	2549	444719	0.57	447268
67	2488	439838	0.56	442326
68	2566	432240	0.59	434806
69	2518	428379	0.58	430897
70	2484	421853	0.59	424337
71	2443	415499	0.58	417942
72	2419	410774	0.59	413193
73	2519	403695	0.62	406214
74	2505	398911	0.62	401416
75	2455	391599	0.62	394054
76	2346	387569	0.60	389915
77	2305	383223	0.60	385528
78	2134	376311	0.56	378445
79	2154	372740	0.57	374894
80	2058	366434	0.56	368492
81	2121	362073	0.58	364194
82	2047	357051	0.57	359098
83	2073	351992	0.59	354065
84	2028	346934	0.58	348962
85	2025	341425	0.59	343450
86	1995	337501	0.59	339496
87	1940	332919	0.58	334859
88	1839	328219	0.56	330058
89	1882	323308	0.58	325190
90	1923	319216	0.60	321139
91	1848	314261	0.58	316109
92	1859	311166	0.59	313025
93	1794	305938	0.58	307732
94	1829	301586	0.60	303415
95	1714	297513	0.57	299227
96	1711	292368	0.58	294079
97	1726	289033	0.59	290759
98	1708	285667	0.59	287375
99	1739	280274	0.62	282013
100	1667	276802	0.60	278469
101	1614	273278	0.59	274892
102	1607	268967	0.59	270574
103	1657	264692	0.62	266349
104	1499	262195	0.57	263694
105	1496	257999	0.58	259495
106	1517	253965	0.59	255482
107	1502	251076	0.59	252578
108	1463	246618	0.59	248081
109	1609	242199	0.66	243808
110	1517	240857	0.63	242374
111	1547	237578	0.65	239125

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	53670	3809135	1.39	3862805
2	47996	3789159	1.25	3837155
3	45031	3759803	1.18	3804834
4	41467	3730553	1.10	3772020
5	37760	3702589	1.01	3740349
6	35070	3675531	0.95	3710601
7	33004	3649913	0.90	3682917
8	31196	3630283	0.85	3661479
9	29973	3609767	0.82	3639740
10	29571	3586335	0.82	3615906
11	28076	3560850	0.78	3588926
12	26978	3531179	0.76	3558157
13	26107	3493395	0.74	3519502
14	25585	3460529	0.73	3486114
15	25426	3432596	0.74	3458022
16	24535	3394236	0.72	3418771
17	24414	3387380	0.72	3411794
18	23557	3364333	0.70	3387890
19	23303	3342653	0.69	3365956
20	22919	3315941	0.69	3338860
21	22789	3285727	0.69	3308516
22	22452	3251029	0.69	3273481
23	22194	3212390	0.69	3234584
24	22017	3181689	0.69	3203706
25	21450	3145860	0.68	3167310
26	21784	3116254	0.69	3138038
27	21746	3087530	0.70	3109276
28	21430	3065314	0.69	3086744
29	20813	3038523	0.68	3059336
30	20876	3019177	0.69	3040053
31	21163	2986535	0.70	3007698
32	20432	2955967	0.69	2976399
33	20557	2916053	0.70	2936610
34	21209	2881131	0.73	2902340
35	19471	2848418	0.68	2867889
36	19413	2812012	0.69	2831425
37	19267	2778893	0.69	2798160
38	19282	2750608	0.70	2769890
39	19463	2723023	0.71	2742486
40	18869	2693571	0.70	2712440
41	18603	2666041	0.69	2684644
42	19166	2636175	0.72	2655341
43	18948	2603079	0.72	2622027
44	17744	2572818	0.68	2590562
45	17619	2534110	0.69	2551729
46	17268	2505203	0.68	2522471
47	17237	2474483	0.69	2491720
48	17273	2443205	0.70	2460478
49	16446	2415585	0.68	2432031
50	16459	2389906	0.68	2406365
51	16099	2354530	0.68	2370629
52	16963	2323292	0.72	2340255
53	16968	2288857	0.74	2305825
54	15846	2267312	0.69	2283158
55	16297	2233889	0.72	2250186
56	15206	2205434	0.68	2220640
57	15248	2173920	0.70	2189168
58	14979	2147290	0.69	2162269
59	14940	2117296	0.70	2132236
60	15113	2090222	0.72	2105335
61	14558	2062263	0.70	2076821
62	14504	2033967	0.71	2048471
63	14221	2003592	0.70	2017813
64	14241	1976843	0.72	1991084
65	13941	1944547	0.71	1958488
66	13750	1923791	0.71	1937541
67	13733	1893946	0.72	1907679
68	13337	1871671	0.71	1885008
69	13302	1848277	0.71	1861579
70	13061	1826550	0.71	1839611
71	13147	1798953	0.73	1812100
72	13286	1776179	0.74	1789465
73	13314	1749569	0.76	1762883
74	13519	1724895	0.78	1738414
75	13139	1700545	0.77	1713684
76	13044	1672569	0.77	1685613
77	12487	1658934	0.75	1671421
78	12174	1633437	0.74	1645611
79	11818	1615020	0.73	1626838
80	11730	1592566	0.73	1604296
81	11760	1571541	0.74	1583301
82	11445	1551110	0.73	1562555
83	11316	1529302	0.73	1540618
84	11278	1507143	0.74	1518421
85	11079	1484095	0.74	1495174
86	10950	1463597	0.74	1474547
87	10604	1442740	0.73	1453344
88	10698	1424370	0.75	1435068
89	10716	1404923	0.76	1415639
90	10563	1386519	0.76	1397082
91	10550	1367231	0.77	1377781
92	10315	1348179	0.76	1358494
93	10020	1332619	0.75	1342639
94	10138	1311934	0.77	1322072
95	9990	1292559	0.77	1302549
96	10223	1273866	0.80	1284089
97	9819	1254229	0.78	1264048
98	9691	1237306	0.78	1246997
99	9621	1218931	0.78	1228552
100	9536	1202550	0.79	1212086
101	9407	1188654	0.79	1198061
102	9511	1171451	0.81	1180962
103	9328	1158049	0.80	1167377
104	9300	1139906	0.81	1149206
105	9134	1125536	0.80	1134670
106	8866	1107235	0.79	1116101
107	8753	1088577	0.80	1097330
108	8983	1072420	0.83	1081403
109	9118	1058461	0.85	1067579
110	8662	1047680	0.82	1056342
111	8654	1032380	0.83	1041034

