CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	78194	606913	11.41	685107
2	77496	601247	11.42	678743
3	78525	602754	11.53	681279
4	80205	607911	11.66	688116
5	79243	603135	11.61	682378
6	78699	603958	11.53	682657
7	78735	602376	11.56	681111
8	78658	602086	11.55	680744
9	79615	607166	11.59	686781
10	80728	613530	11.63	694258
11	80067	609914	11.60	689981
12	79765	608864	11.58	688629
13	80128	611229	11.59	691357
14	80641	609106	11.69	689747
15	80317	610162	11.63	690479
16	81015	608254	11.75	689269
17	80275	609057	11.65	689332
18	80355	612464	11.60	692819
19	80686	608797	11.70	689483
20	80070	608832	11.62	688902
21	80694	606609	11.74	687303
22	81180	616673	11.63	697853
23	80297	605343	11.71	685640
24	80820	609037	11.72	689857
25	80869	605250	11.79	686119
26	80563	606034	11.73	686597
27	80644	605807	11.75	686451
28	81549	606722	11.85	688271
29	80760	604308	11.79	685068
30	80366	599294	11.82	679660
31	80767	609603	11.70	690370
32	80318	608604	11.66	688922
33	81724	608702	11.84	690426
34	81708	607368	11.86	689076
35	80558	605479	11.74	686037
36	81260	608005	11.79	689265
37	82287	610823	11.87	693110
38	81412	610526	11.77	691938
39	80528	608031	11.70	688559
40	81158	609027	11.76	690185
41	80816	608513	11.72	689329
42	81513	609553	11.80	691066
43	81639	608272	11.83	689911
44	81462	610503	11.77	691965
45	80713	608602	11.71	689315
46	81371	609231	11.78	690602
47	81927	608923	11.86	690850
48	82377	609119	11.91	691496
49	82041	610744	11.84	692785
50	81645	606850	11.86	688495
51	81777	605858	11.89	687635
52	81240	605118	11.84	686358
53	82175	608337	11.90	690512
54	81120	605819	11.81	686939
55	81237	610907	11.74	692144
56	82399	607415	11.95	689814
57	81742	606555	11.88	688297
58	81409	606783	11.83	688192
59	82002	604485	11.95	686487
60	81253	603309	11.87	684562
61	82525	606600	11.98	689125
62	82257	606922	11.94	689179
63	81971	604531	11.94	686502
64	81981	606014	11.92	687995
65	82306	607633	11.93	689939
66	81862	605762	11.91	687624
67	82130	606253	11.93	688383
68	82186	603415	11.99	685601
69	82114	606077	11.93	688191
70	81642	604536	11.90	686178
71	82008	604164	11.95	686172
72	81817	604110	11.93	685927
73	82663	603640	12.04	686303
74	82769	605149	12.03	687918
75	81518	601914	11.93	683432
76	81754	600969	11.97	682723
77	82123	599562	12.05	681685
78	82038	599320	12.04	681358
79	82455	600860	12.07	683315
80	82313	602241	12.02	684554
81	81726	599426	12.00	681152
82	82150	600555	12.03	682705
83	82025	599027	12.04	681052
84	82746	601375	12.10	684121
85	81998	599149	12.04	681147
86	82637	598846	12.13	681483
87	82317	600612	12.05	682929
88	82721	599931	12.12	682652
89	82706	597716	12.16	680422
90	82960	598009	12.18	680969
91	82960	597484	12.19	680444
92	82986	593206	12.27	676192
93	82909	593284	12.26	676193
94	83058	594254	12.26	677312
