CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	79033	674696	10.49	753729
2	78342	668044	10.50	746386
3	79076	666532	10.61	745608
4	79216	662083	10.69	741299
5	79282	655070	10.80	734352
6	78945	661278	10.67	740223
7	79128	667159	10.60	746287
8	78967	664773	10.62	743740
9	79980	676006	10.58	755986
10	81604	685209	10.64	766813
11	80385	678965	10.59	759350
12	80750	675119	10.68	755869
13	80953	676538	10.69	757491
14	81236	670243	10.81	751479
15	81426	669040	10.85	750466
16	81571	669984	10.85	751555
17	80244	671551	10.67	751795
18	80567	677323	10.63	757890
19	82066	678903	10.78	760969
20	81724	680346	10.72	762070
21	81370	677641	10.72	759011
22	82499	687574	10.71	770073
23	81257	673619	10.76	754876
24	81848	672873	10.84	754721
25	81267	665640	10.88	746907
26	80205	668074	10.72	748279
27	81917	668278	10.92	750195
28	81342	673162	10.78	754504
29	81071	675291	10.72	756362
30	82122	675229	10.84	757351
31	82844	682150	10.83	764994
32	81874	681599	10.72	763473
33	82832	681495	10.84	764327
34	82838	678443	10.88	761281
35	81613	672445	10.82	754058
36	81936	672626	10.86	754562
37	83029	676680	10.93	759709
38	82151	676315	10.83	758466
39	82579	680400	10.82	762979
40	82256	680334	10.79	762590
41	83371	680771	10.91	764142
42	82926	684105	10.81	767031
43	82717	682219	10.81	764936
44	83201	684544	10.84	767745
45	83069	676842	10.93	759911
46	83432	680163	10.93	763595
47	83597	683284	10.90	766881
48	84834	681644	11.07	766478
49	83750	683190	10.92	766940
50	83202	681320	10.88	764522
51	83866	684442	10.92	768308
52	82808	682307	10.82	765115
53	83411	686707	10.83	770118
54	82564	676790	10.87	759354
55	83128	683211	10.85	766339
56	83076	677226	10.93	760302
57	84002	680098	10.99	764100
58	83993	682167	10.96	766160
59	83871	680243	10.98	764114
60	83459	684898	10.86	768357
61	84825	683440	11.04	768265
62	84619	685417	10.99	770036
63	84316	682812	10.99	767128
64	83885	685450	10.90	769335
65	83746	680631	10.96	764377
66	83586	680649	10.94	764235
67	84296	681563	11.01	765859
68	84389	683641	10.99	768030
69	83874	683674	10.93	767548
70	83964	683681	10.94	767645
71	83926	687353	10.88	771279
72	84231	684589	10.96	768820
73	84816	685491	11.01	770307
74	84202	678842	11.04	763044
75	83216	671750	11.02	754966
76	83153	672236	11.01	755389
77	84317	671537	11.16	755854
78	84037	675643	11.06	759680
79	84625	679138	11.08	763763
80	84512	683839	11.00	768351
81	84513	680181	11.05	764694
82	84378	681726	11.01	766104
83	84608	680300	11.06	764908
84	84679	681751	11.05	766430
85	84940	679303	11.11	764243
86	84441	672738	11.15	757179
87	84586	677029	11.11	761615
88	84164	672024	11.13	756188
89	84502	676859	11.10	761361
90	83963	676397	11.04	760360
91	84953	680948	11.09	765901
92	85046	674573	11.20	759619
93	84777	673741	11.18	758518
94	84586	671375	11.19	755961
95	84373	668264	11.21	752637
96	84487	665077	11.27	749564
97	84241	664860	11.25	749101
98	85119	664252	11.36	749371
99	84976	663680	11.35	748656
100	85230	667430	11.32	752660
