CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	90236	704612	11.35	794848
2	89867	698272	11.40	788139
3	90440	696550	11.49	786990
4	92250	700527	11.64	792777
5	92119	698496	11.65	790615
6	90928	699693	11.50	790621
7	90919	698714	11.51	789633
8	90327	698167	11.46	788494
9	91109	703518	11.47	794627
10	92955	712996	11.53	805951
11	92868	706873	11.61	799741
12	92353	702812	11.61	795165
13	92649	709353	11.55	802002
14	92903	702446	11.68	795349
15	93048	706859	11.63	799907
16	92819	701473	11.69	794292
17	92676	704681	11.62	797357
18	92975	706455	11.63	799430
19	93140	703669	11.69	796809
20	92811	705991	11.62	798802
21	93135	704829	11.67	797964
22	94232	715255	11.64	809487
23	93079	702129	11.70	795208
24	94075	704274	11.78	798349
25	92780	701270	11.68	794050
26	92986	699996	11.73	792982
27	93988	699599	11.84	793587
28	93073	702118	11.70	795191
29	92699	700432	11.69	793131
30	93422	697698	11.81	791120
31	93413	705698	11.69	799111
32	93501	706565	11.69	800066
33	94340	705765	11.79	800105
34	94000	704097	11.78	798097
35	93289	700746	11.75	794035
36	93245	702349	11.72	795594
37	94646	706172	11.82	800818
38	93387	706634	11.67	800021
39	93983	705389	11.76	799372
40	92837	703289	11.66	796126
41	94292	705643	11.79	799935
42	94373	706010	11.79	800383
43	94161	705973	11.77	800134
44	94606	708490	11.78	803096
45	93670	703500	11.75	797170
46	94599	707106	11.80	801705
47	94611	705230	11.83	799841
48	95352	706267	11.89	801619
49	94461	706737	11.79	801198
50	94537	703941	11.84	798478
51	94727	704349	11.85	799076
52	94256	702611	11.83	796867
53	93725	705065	11.73	798790
54	94264	703042	11.82	797306
55	93871	706926	11.72	800797
56	94911	704435	11.87	799346
57	94942	704476	11.88	799418
58	94591	703960	11.85	798551
59	94987	701268	11.93	796255
60	94062	703222	11.80	797284
61	95772	704218	11.97	799990
62	96172	704760	12.01	800932
63	95368	701245	11.97	796613
64	95352	705325	11.91	800677
65	95360	704241	11.93	799601
66	94563	702952	11.86	797515
67	95455	703572	11.95	799027
68	95796	699391	12.05	795187
69	95109	700681	11.95	795790
70	95162	700905	11.95	796067
71	94903	702027	11.91	796930
72	94824	699599	11.94	794423
73	95645	702944	11.98	798589
74	95237	699441	11.98	794678
75	94963	695047	12.02	790010
76	95715	697350	12.07	793065
77	95508	694200	12.09	789708
78	95179	696972	12.02	792151
79	95849	696984	12.09	792833
80	96329	697194	12.14	793523
81	95031	693680	12.05	788711
82	95997	695592	12.13	791589
83	95275	694471	12.06	789746
84	95189	695235	12.04	790424
85	95406	693852	12.09	789258
86	96000	693067	12.17	789067
87	96136	694368	12.16	790504
88	96183	692495	12.20	788678
89	96068	691300	12.20	787368
90	97114	691989	12.31	789103
91	97182	691352	12.32	788534
92	96795	686950	12.35	783745
93	96673	685454	12.36	782127
94	96702	684754	12.37	781456
95	97190	684048	12.44	781238
96	96890	681490	12.45	778380
97	97304	681432	12.50	778736
98	97968	679215	12.61	777183
99	97912	678482	12.61	776394
100	97861	677645	12.62	775506
101	97980	676303	12.65	774283
102	97482	676433	12.60	773915
103	97883	671406	12.72	769289
104	98345	672022	12.77	770367
105	98480	669051	12.83	767531
106	98763	668496	12.87	767259
107	99519	666927	12.98	766446
108	99797	665422	13.04	765219
109	100239	661947	13.15	762186
110	101015	657435	13.32	758450
111	111113	668862	14.25	779975

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	6629	1095666	0.60	1102295
2	6565	1092145	0.60	1098710
3	6232	1089094	0.57	1095326
4	6864	1081418	0.63	1088282
5	6945	1075538	0.64	1082483
6	6516	1076858	0.60	1083374
7	6584	1086881	0.60	1093465
8	6655	1080962	0.61	1087617
9	6709	1091553	0.61	1098262
10	6713	1094125	0.61	1100838
11	6634	1095070	0.60	1101704
12	6676	1098713	0.60	1105389
13	6708	1102415	0.60	1109123
14	6705	1096160	0.61	1102865
15	6735	1096379	0.61	1103114
16	7092	1100000	0.64	1107092
17	6900	1092563	0.63	1099463
18	6526	1094529	0.59	1101055
19	6561	1098083	0.59	1104644
20	6547	1094515	0.59	1101062
21	6744	1097133	0.61	1103877
22	6725	1098357	0.61	1105082
23	6815	1092533	0.62	1099348
24	6611	1097468	0.60	1104079
25	6658	1100658	0.60	1107316
26	6562	1096754	0.59	1103316
27	6994	1097035	0.63	1104029
28	6561	1096682	0.59	1103243
29	6635	1092294	0.60	1098929
30	6840	1095492	0.62	1102332
31	7017	1102677	0.63	1109694
32	6822	1107798	0.61	1114620
33	6773	1100823	0.61	1107596
34	7061	1104153	0.64	1111214
35	6654	1094999	0.60	1101653
36	6609	1100010	0.60	1106619
37	6813	1102628	0.61	1109441
38	6809	1102732	0.61	1109541
39	6871	1097195	0.62	1104066
40	6852	1102104	0.62	1108956
41	6836	1102110	0.62	1108946
42	6872	1102024	0.62	1108896
43	6943	1106249	0.62	1113192
44	6827	1100981	0.62	1107808
45	6970	1102481	0.63	1109451
46	6981	1108185	0.63	1115166
47	6991	1105188	0.63	1112179
48	6753	1097304	0.61	1104057
49	7088	1099620	0.64	1106708
50	7241	1098393	0.65	1105634
51	7464	1097924	0.68	1105388
52	7240	1102331	0.65	1109571
53	7404	1098880	0.67	1106284
54	7623	1098618	0.69	1106241
55	7700	1099770	0.70	1107470
56	7769	1094230	0.70	1101999
57	7771	1096454	0.70	1104225
58	7734	1098117	0.70	1105851
59	7900	1093745	0.72	1101645
60	7915	1096902	0.72	1104817
61	8174	1097271	0.74	1105445
62	8075	1091948	0.73	1100023
63	8336	1096210	0.75	1104546
64	8307	1097627	0.75	1105934
65	8305	1094552	0.75	1102857
66	8345	1092403	0.76	1100748
67	8543	1094108	0.77	1102651
68	8552	1094851	0.78	1103403
69	8572	1093063	0.78	1101635
70	8914	1093891	0.81	1102805
71	8908	1089804	0.81	1098712
72	9046	1092096	0.82	1101142
73	9289	1093124	0.84	1102413
74	9392	1088479	0.86	1097871
75	9525	1088559	0.87	1098084
76	9776	1090187	0.89	1099963
77	9865	1090170	0.90	1100035
78	10279	1090128	0.93	1100407
79	10609	1091780	0.96	1102389
80	10784	1085681	0.98	1096465
81	10916	1084750	1.00	1095666
82	11170	1086528	1.02	1097698
83	11420	1079753	1.05	1091173
84	11881	1084068	1.08	1095949
85	12024	1081208	1.10	1093232
86	12830	1077900	1.18	1090730
87	12486	1080315	1.14	1092801
88	13400	1079643	1.23	1093043
89	13682	1074996	1.26	1088678
90	14147	1073921	1.30	1088068
91	14420	1070419	1.33	1084839
92	15160	1072589	1.39	1087749
93	15406	1066881	1.42	1082287
94	15909	1068591	1.47	1084500
95	16407	1065061	1.52	1081468
96	17198	1062771	1.59	1079969
97	17819	1060598	1.65	1078417
98	18355	1053580	1.71	1071935
99	18750	1051395	1.75	1070145
100	19448	1053997	1.81	1073445
101	19975	1047362	1.87	1067337
102	20703	1041780	1.95	1062483
103	21300	1039773	2.01	1061073
104	22066	1032405	2.09	1054471
105	22936	1030738	2.18	1053674
106	24278	1030595	2.30	1054873
107	25834	1030290	2.45	1056124
108	26591	1029754	2.52	1056345
109	27494	1025885	2.61	1053379
110	42149	1034321	3.92	1076470
111	40958	1029066	3.83	1070024

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	32779	4999097	0.65	5031876
2	32392	4988713	0.65	5021105
3	32734	4963033	0.66	4995767
4	34818	4950247	0.70	4985065
5	35640	4950556	0.71	4986196
6	33816	4957410	0.68	4991226
7	33655	4985348	0.67	5019003
8	34310	4972380	0.69	5006690
9	33894	5004776	0.67	5038670
10	34602	4999295	0.69	5033897
11	34273	5007300	0.68	5041573
12	34273	5002473	0.68	5036746
13	34133	5010295	0.68	5044428
14	33954	4988592	0.68	5022546
15	33835	4991037	0.67	5024872
16	35800	4989245	0.71	5025045
17	35384	4970256	0.71	5005640
18	34153	4991780	0.68	5025933
19	34141	5012179	0.68	5046320
20	33861	5012429	0.67	5046290
21	34397	5014179	0.68	5048576
22	34678	5036151	0.68	5070829
23	34894	4992657	0.69	5027551
24	34752	5008295	0.69	5043047
25	34431	5029510	0.68	5063941
26	33872	5009925	0.67	5043797
27	34955	5005279	0.69	5040234
28	34685	5018197	0.69	5052882
29	34672	4995124	0.69	5029796
30	34754	4999726	0.69	5034480
31	35210	5017004	0.70	5052214
32	34280	5017455	0.68	5051735
33	34089	5011886	0.68	5045975
34	35735	5018743	0.71	5054478
35	35405	5009591	0.70	5044996
36	35046	5013197	0.69	5048243
37	35010	5011953	0.69	5046963
38	34204	5018967	0.68	5053171
39	35499	5012592	0.70	5048091
40	35219	5047601	0.69	5082820
41	35409	5034534	0.70	5069943
42	35267	5037632	0.70	5072899
43	35278	5034922	0.70	5070200
44	35050	5028877	0.69	5063927
45	35093	5021679	0.69	5056772
46	36457	5021924	0.72	5058381
47	36418	5019981	0.72	5056399
48	36636	5036114	0.72	5072750
49	37034	5033933	0.73	5070967
50	37455	5023480	0.74	5060935
51	38092	5020405	0.75	5058497
52	38715	5018824	0.77	5057539
53	39024	5015001	0.77	5054025
54	39886	4999993	0.79	5039879
55	39312	5009072	0.78	5048384
56	38862	5014348	0.77	5053210
57	39879	5012709	0.79	5052588
58	40528	5013668	0.80	5054196
59	40705	5003787	0.81	5044492
60	40816	5017551	0.81	5058367
61	41515	5012771	0.82	5054286
62	41202	4997544	0.82	5038746
63	42109	5002629	0.83	5044738
64	42537	5004206	0.84	5046743
65	43256	5004977	0.86	5048233
66	43812	5006890	0.87	5050702
67	44357	5003449	0.88	5047806
68	44386	5004647	0.88	5049033
69	45540	4996242	0.90	5041782
70	46385	4995537	0.92	5041922
71	47438	4985597	0.94	5033035
72	47290	4985514	0.94	5032804
73	48120	4990163	0.96	5038283
74	49287	4981516	0.98	5030803
75	50401	4982047	1.00	5032448
76	51305	4989250	1.02	5040555
77	52276	4981421	1.04	5033697
78	53313	4972956	1.06	5026269
79	54693	4973593	1.09	5028286
80	55520	4963544	1.11	5019064
81	57014	4959830	1.14	5016844
82	59104	4963945	1.18	5023049
83	60774	4954076	1.21	5014850
84	61573	4956241	1.23	5017814
85	63600	4953481	1.27	5017081
86	65839	4935323	1.32	5001162
87	66598	4930907	1.33	4997505
88	69393	4914938	1.39	4984331
89	70832	4900628	1.42	4971460
90	73086	4895964	1.47	4969050
91	75203	4897273	1.51	4972476
92	78358	4896617	1.58	4974975
93	79801	4888328	1.61	4968129
94	83054	4891978	1.67	4975032
95	85900	4869183	1.73	4955083
96	89491	4849857	1.81	4939348
97	92095	4841320	1.87	4933415
98	94976	4833878	1.93	4928854
99	98645	4824401	2.00	4923046
100	102290	4820733	2.08	4923023
101	105236	4803790	2.14	4909026
102	109769	4790396	2.24	4900165
103	113579	4792498	2.32	4906077
104	117284	4774549	2.40	4891833
105	122095	4768767	2.50	4890862
106	127712	4757810	2.61	4885522
107	133975	4745275	2.75	4879250
108	144798	4743774	2.96	4888572
109	150283	4728173	3.08	4878456
110	153534	4699725	3.16	4853259
111	162886	4686812	3.36	4849698

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	82924	592831	12.27	675755
2	81168	583765	12.21	664933
3	80042	578769	12.15	658811
4	80217	576730	12.21	656947
5	79361	572866	12.17	652227
6	78862	570056	12.15	648918
7	77898	567460	12.07	645358
8	77414	565842	12.03	643256
9	76450	561492	11.98	637942
10	76834	559137	12.08	635971
11	76475	558436	12.04	634911
12	75848	555542	12.01	631390
13	75211	551183	12.01	626394
14	74804	548715	12.00	623519
15	74292	545964	11.98	620256
16	73472	540369	11.97	613841
17	73125	537945	11.97	611070
18	72635	532837	12.00	605472
19	71565	530204	11.89	601769
20	71309	525871	11.94	597180
21	70971	520679	12.00	591650
22	69522	516789	11.86	586311
23	68995	511869	11.88	580864
24	68242	507408	11.85	575650
25	68310	501809	11.98	570119
26	67313	496082	11.95	563395
27	66691	491243	11.95	557934
28	65767	485973	11.92	551740
29	64785	483903	11.81	548688
30	64478	477965	11.89	542443
31	63847	472052	11.91	535899
32	63019	468084	11.87	531103
33	62202	461455	11.88	523657
34	61999	457905	11.93	519904
35	61346	453138	11.92	514484
36	60714	448484	11.92	509198
37	60021	441736	11.96	501757
38	59089	439151	11.86	498240
39	58414	433722	11.87	492136
40	58074	428929	11.92	487003
41	57664	424184	11.97	481848
42	56711	421024	11.87	477735
43	56444	415048	11.97	471492
44	55266	410830	11.86	466096
45	54611	406700	11.84	461311
46	53645	401518	11.79	455163
47	53383	398414	11.82	451797
48	52994	392612	11.89	445606
49	52088	388304	11.83	440392
50	51551	384656	11.82	436207
51	51146	379245	11.88	430391
52	50552	374224	11.90	424776
53	50106	368455	11.97	418561
54	49267	366214	11.86	415481
55	48609	361317	11.86	409926
56	48443	356644	11.96	405087
57	47243	351790	11.84	399033
58	46844	348154	11.86	394998
59	45963	344036	11.79	389999
60	45527	340460	11.79	385987
61	45061	335654	11.84	380715
