CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	79579	665086	10.69	744665
2	79135	660250	10.70	739385
3	80342	658828	10.87	739170
4	80992	651624	11.06	732616
5	79634	648332	10.94	727966
6	79698	654070	10.86	733768
7	79553	661177	10.74	740730
8	80265	661761	10.82	742026
9	81191	669893	10.81	751084
10	82670	679532	10.85	762202
11	81377	675398	10.75	756775
12	81460	666737	10.89	748197
13	81376	666812	10.88	748188
14	82244	662234	11.05	744478
15	82382	660239	11.09	742621
16	82844	663089	11.11	745933
17	81608	664954	10.93	746562
18	81976	673871	10.85	755847
19	83319	673007	11.02	756326
20	83387	677772	10.96	761159
21	83001	675083	10.95	758084
22	83600	683854	10.89	767454
23	83071	669071	11.04	752142
24	83654	667809	11.13	751463
25	82382	656912	11.14	739294
26	82865	660064	11.15	742929
27	83453	665170	11.15	748623
28	83087	670968	11.02	754055
29	83488	676898	10.98	760386
30	84052	673288	11.10	757340
31	84168	680173	11.01	764341
32	84426	679375	11.05	763801
33	84608	680426	11.06	765034
34	85347	678206	11.18	763553
35	83618	667501	11.13	751119
36	84301	669715	11.18	754016
37	85632	674998	11.26	760630
38	84721	677372	11.12	762093
39	84140	677820	11.04	761960
40	84542	681362	11.04	765904
41	85816	681087	11.19	766903
42	85511	683515	11.12	769026
43	85854	683746	11.16	769600
44	84993	682620	11.07	767613
45	84680	675884	11.13	760564
46	85472	676430	11.22	761902
47	87101	683609	11.30	770710
48	86812	681832	11.29	768644
49	85725	685053	11.12	770778
50	85855	682538	11.17	768393
51	86616	684539	11.23	771155
52	85358	685012	11.08	770370
53	85673	685194	11.11	770867
54	85391	676320	11.21	761711
55	85625	678907	11.20	764532
56	85357	677015	11.20	762372
57	86084	677699	11.27	763783
58	86268	682860	11.22	769128
59	86109	681208	11.22	767317
60	86053	684466	11.17	770519
61	86700	685569	11.23	772269
62	87046	684012	11.29	771058
63	86530	682728	11.25	769258
64	86261	681322	11.24	767583
65	86713	678457	11.33	765170
66	86074	675689	11.30	761763
67	85757	677385	11.24	763142
68	87090	682059	11.32	769149
69	86860	681991	11.30	768851
70	86581	681031	11.28	767612
71	86494	685926	11.20	772420
72	86651	685126	11.23	771777
73	87161	683916	11.30	771077
74	86793	679433	11.33	766226
75	85597	670189	11.33	755786
76	85516	671878	11.29	757394
77	86764	667616	11.50	754380
78	87111	674253	11.44	761364
79	87100	676081	11.41	763181
80	86864	681170	11.31	768034
81	86733	679039	11.33	765772
82	86910	677254	11.37	764164
83	86914	673143	11.44	760057
84	86734	674334	11.40	761068
85	86925	671435	11.46	758360
86	86918	666782	11.53	753700
87	86234	668646	11.42	754880
88	86411	666615	11.48	753026
89	86866	670079	11.48	756945
90	86589	669600	11.45	756189
91	87087	672204	11.47	759291
92	87375	668218	11.56	755593
93	87191	663831	11.61	751022
94	86845	661817	11.60	748662
95	87436	659002	11.71	746438
96	86041	654874	11.61	740915
97	86778	654825	11.70	741603
98	87070	652434	11.77	739504
99	87095	654780	11.74	741875
100	86804	655457	11.69	742261
101	86890	654577	11.72	741467
102	87049	653487	11.75	740536
103	86646	651749	11.73	738395
104	87118	647867	11.85	734985
105	87032	643838	11.91	730870
106	87275	643477	11.94	730752
107	87910	640067	12.08	727977
108	87685	636451	12.11	724136
109	87019	634503	12.06	721522
110	88233	632334	12.24	720567
111	96362	642835	13.04	739197

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	5810	985513	0.59	991323
2	5878	987529	0.59	993407
3	5755	982227	0.58	987982
4	6240	975043	0.64	981283
5	6136	968194	0.63	974330
6	5883	965300	0.61	971183
7	5874	978332	0.60	984206
8	5867	967942	0.60	973809
9	5762	979141	0.59	984903
10	5913	985170	0.60	991083
11	5793	986689	0.58	992482
12	6007	994593	0.60	1000600
13	6064	1001636	0.60	1007700
14	6049	996291	0.60	1002340
15	6088	994743	0.61	1000831
16	6441	996846	0.64	1003287
17	6067	984104	0.61	990171
18	5909	986674	0.60	992583
